f1,f2,ls,T_src,T_steam,no_solve_class,label_c1,label_c2,V_dot_c1_target [m3/h],V_dot_c2_target [m3/h],binding,scale_k,m_steam [kg/s],m_steam [kg/h],Q_H [kW],W_el [kW],COP,p_low_c1 [bar],p_high_c1 [bar],T_disch_c1 [°C],p_low_c2 [bar],p_high_c2 [bar],T_disch_c2 [°C],p_OK_c1,p_OK_c2,T_OK_c1,T_OK_c2,V_OK_c1,V_OK_c2,feasible,reason,status
R1270,R600a,0.4,20,100,,R1270,R600a,170.3,280.0,C2,0.1237,0.1237,445.2,279.1,136.15,2.05,6.59,26.61,86.4,7.04,22.03,107.2,True,True,True,True,True,True,True,,ok
R1270,R600a,0.4,20,110,,R1270,R600a,154.6,280.0,C2,0.1197,0.1197,431.0,266.9,145.6,1.833,6.59,28.78,91.3,7.77,26.27,117.6,True,True,True,True,True,True,True,,ok
R1270,R600a,0.4,20,120,,R1270,R600a,124.9,280.0,C2,0.1089,0.1089,392.1,239.8,149.47,1.605,6.59,31.08,96.1,8.54,31.13,128.5,False,False,True,True,True,True,False,"p_c1, p_c2",ok
R1270,R600a,0.4,30,100,,R1270,R600a,168.2,280.0,C2,0.144,0.144,518.6,325.0,144.85,2.244,8.74,29.91,89.9,8.15,22.03,107.5,True,True,True,True,True,True,True,,ok
R1270,R600a,0.4,30,110,,R1270,R600a,154.8,280.0,C2,0.1394,0.1394,501.7,310.7,156.11,1.99,8.74,32.29,94.8,8.95,26.27,117.9,False,True,True,True,True,True,False,p_c1,ok
R1270,R600a,0.4,30,120,,R1270,R600a,128.4,280.0,C2,0.1268,0.1268,456.7,279.3,161.35,1.731,8.74,34.8,99.6,9.81,31.13,128.9,False,False,True,True,True,True,False,"p_c1, p_c2",ok
R1270,R600a,0.4,40,100,,R1270,R600a,168.5,280.0,C2,0.1673,0.1673,602.2,377.4,152.68,2.472,11.37,33.52,93.9,9.37,22.03,108.0,False,True,True,True,True,True,False,p_c1,ok
R1270,R600a,0.4,40,110,,R1270,R600a,157.3,280.0,C2,0.1618,0.1618,582.3,360.7,166.2,2.17,11.37,36.11,98.9,10.26,26.27,118.3,False,True,True,True,True,True,False,p_c1,ok
R1270,R600a,0.4,40,120,,R1270,R600a,133.7,280.0,C2,0.1474,0.1474,530.5,324.5,173.25,1.873,11.37,38.86,103.8,11.21,31.13,129.2,False,False,True,True,True,True,False,"p_c1, p_c2",ok
R1270,R600a,0.4,50,100,,R1270,R600a,171.3,280.0,C2,0.1937,0.1937,697.3,437.1,159.5,2.74,14.52,37.47,98.5,10.73,22.03,108.4,False,True,True,True,True,True,False,p_c1,ok
R1270,R600a,0.4,50,110,,R1270,R600a,162.2,280.0,C2,0.1873,0.1873,674.3,417.6,175.93,2.374,14.52,40.3,103.5,11.7,26.27,118.7,False,True,True,True,True,True,False,p_c1,ok
R1270,R600a,0.4,50,120,convergence,,,,,,,,,,,,,,,,,,,,,,,,False,no_solve,TESPy did not converge
R1270,R600a,0.5,20,100,,R1270,R600a,233.2,280.0,C2,0.1515,0.1515,545.2,341.7,167.45,2.041,6.59,31.08,96.1,8.54,22.03,107.7,False,True,True,True,True,True,False,p_c1,ok
R1270,R600a,0.5,20,110,,R1270,R600a,224.3,280.0,C2,0.1502,0.1502,540.7,334.9,182.43,1.836,6.59,34.16,102.1,9.59,26.27,118.1,False,True,True,True,True,True,False,p_c1,ok
R1270,R600a,0.5,20,120,,R1270,R600a,196.6,280.0,C2,0.1402,0.1402,504.8,308.8,189.61,1.628,6.59,37.47,108.1,10.73,31.13,129.1,False,False,True,True,True,True,False,"p_c1, p_c2",ok
R1270,R600a,0.5,30,100,,R1270,R600a,221.6,280.0,C2,0.1714,0.1714,617.2,386.8,174.3,2.219,8.74,34.16,98.4,9.59,22.03,108.0,False,True,True,True,True,True,False,p_c1,ok
R1270,R600a,0.5,30,110,,R1270,R600a,215.7,280.0,C2,0.1699,0.1699,611.6,378.8,191.85,1.974,8.74,37.47,104.5,10.73,26.27,118.5,False,True,True,True,True,True,False,p_c1,ok
R1270,R600a,0.5,30,120,,R1270,R600a,192.9,280.0,C2,0.1587,0.1587,571.3,349.4,201.42,1.735,8.74,41.04,110.6,11.96,31.13,129.4,False,False,True,True,True,True,False,"p_c1, p_c2",ok
R1270,R600a,0.5,40,100,,R1270,R600a,214.0,280.0,C2,0.1937,0.1937,697.3,437.1,180.04,2.428,11.37,37.47,101.3,10.73,22.03,108.4,False,True,True,True,True,True,False,p_c1,ok
R1270,R600a,0.5,40,110,,R1270,R600a,211.0,280.0,C2,0.1919,0.1919,690.8,427.8,200.78,2.131,11.37,41.04,107.5,11.96,26.27,118.8,False,True,True,True,True,True,False,p_c1,ok
R1270,R600a,0.5,40,120,convergence,,,,,,,,,,,,,,,,,,,,,,,,False,no_solve,TESPy did not converge
R1270,R600a,0.5,50,100,,R1270,R600a,210.0,280.0,C2,0.2185,0.2185,786.6,493.0,184.57,2.671,14.52,41.04,104.7,11.96,22.03,108.8,False,True,True,True,True,True,False,p_c1,ok
R1270,R600a,0.5,50,110,convergence,,,,,,,,,,,,,,,,,,,,,,,,False,no_solve,TESPy did not converge
R1270,R600a,0.5,50,120,Pcrit_c1,,,,,,,,,,,,,,,,,,,,,,,,False,no_solve,f1=R1270: p_cond_c1=44.7 bar ≥ 0.95·p_crit=43.3 bar
R1270,R600a,0.6,20,100,,R1270,R600a,280.0,246.0,C1,0.1621,0.1621,583.5,365.7,184.26,1.985,6.59,36.11,105.7,10.26,22.03,108.2,False,True,True,True,True,True,False,p_c1,ok
R1270,R600a,0.6,20,110,,R1270,R600a,280.0,241.4,C1,0.1615,0.1615,581.3,360.0,202.44,1.778,6.59,40.3,112.9,11.7,26.27,118.7,False,True,True,True,True,True,False,p_c1,ok
R1270,R600a,0.6,20,120,convergence,,,,,,,,,,,,,,,,,,,,,,,,False,no_solve,TESPy did not converge
R1270,R600a,0.6,30,100,,R1270,R600a,280.0,268.3,C1,0.1948,0.1948,701.2,439.5,204.68,2.147,8.74,38.86,106.9,11.21,22.03,108.5,False,True,True,True,True,True,False,p_c1,ok
R1270,R600a,0.6,30,110,convergence,,,,,,,,,,,,,,,,,,,,,,,,False,no_solve,TESPy did not converge
R1270,R600a,0.6,30,120,Pcrit_c1,,,,,,,,,,,,,,,,,,,,,,,,False,no_solve,f1=R1270: p_cond_c1=43.9 bar ≥ 0.95·p_crit=43.3 bar
R1270,R600a,0.6,40,100,,R1270,R600a,272.6,280.0,C2,0.2238,0.2238,805.6,504.9,216.11,2.336,11.37,41.78,108.7,12.21,22.03,108.8,False,True,True,True,True,True,False,p_c1,ok
R1270,R600a,0.6,40,110,convergence,,,,,,,,,,,,,,,,,,,,,,,,False,no_solve,TESPy did not converge
R1270,R600a,0.6,40,120,T_crit_c1,,,,,,,,,,,,,,,,,,,,,,,,False,no_solve,f1=R1270: T_cond_c1=93.0 °C ≥ T_crit=91.1 °C
R1270,R600a,0.6,50,100,convergence,,,,,,,,,,,,,,,,,,,,,,,,False,no_solve,TESPy did not converge
R1270,R600a,0.6,50,110,Pcrit_c1,,,,,,,,,,,,,,,,,,,,,,,,False,no_solve,f1=R1270: p_cond_c1=45.5 bar ≥ 0.95·p_crit=43.3 bar
R1270,R600a,0.6,50,120,T_crit_c1,,,,,,,,,,,,,,,,,,,,,,,,False,no_solve,f1=R1270: T_cond_c1=97.0 °C ≥ T_crit=91.1 °C
R1270,R600a,0.7,20,100,,R1270,R600a,280.0,179.4,C1,0.1434,0.1434,516.2,323.6,172.44,1.876,6.59,41.78,115.3,12.21,22.03,108.8,False,True,True,True,True,True,False,p_c1,ok
R1270,R600a,0.7,20,110,convergence,,,,,,,,,,,,,,,,,,,,,,,,False,no_solve,TESPy did not converge
R1270,R600a,0.7,20,120,T_crit_c1,,,,,,,,,,,,,,,,,,,,,,,,False,no_solve,f1=R1270: T_cond_c1=95.0 °C ≥ T_crit=91.1 °C
R1270,R600a,0.7,30,100,convergence,,,,,,,,,,,,,,,,,,,,,,,,False,no_solve,TESPy did not converge
R1270,R600a,0.7,30,110,Pcrit_c1,,,,,,,,,,,,,,,,,,,,,,,,False,no_solve,f1=R1270: p_cond_c1=45.5 bar ≥ 0.95·p_crit=43.3 bar
R1270,R600a,0.7,30,120,T_crit_c1,,,,,,,,,,,,,,,,,,,,,,,,False,no_solve,f1=R1270: T_cond_c1=98.0 °C ≥ T_crit=91.1 °C
R1270,R600a,0.7,40,100,convergence,,,,,,,,,,,,,,,,,,,,,,,,False,no_solve,TESPy did not converge
R1270,R600a,0.7,40,110,T_crit_c1,,,,,,,,,,,,,,,,,,,,,,,,False,no_solve,f1=R1270: T_cond_c1=94.0 °C ≥ T_crit=91.1 °C
R1270,R600a,0.7,40,120,T_crit_c1,,,,,,,,,,,,,,,,,,,,,,,,False,no_solve,f1=R1270: T_cond_c1=101.0 °C ≥ T_crit=91.1 °C
R1270,R600a,0.7,50,100,Pcrit_c1,,,,,,,,,,,,,,,,,,,,,,,,False,no_solve,f1=R1270: p_cond_c1=44.7 bar ≥ 0.95·p_crit=43.3 bar
R1270,R600a,0.7,50,110,T_crit_c1,,,,,,,,,,,,,,,,,,,,,,,,False,no_solve,f1=R1270: T_cond_c1=97.0 °C ≥ T_crit=91.1 °C
R1270,R600a,0.7,50,120,T_crit_c1,,,,,,,,,,,,,,,,,,,,,,,,False,no_solve,f1=R1270: T_cond_c1=104.0 °C ≥ T_crit=91.1 °C
R1270,R600,0.3,20,100,,R1270,R600,108.1,280.0,C2,0.0847,0.0847,304.8,191.1,90.74,2.106,6.59,22.64,76.6,4.08,17.05,105.8,True,True,True,True,True,True,True,,ok
R1270,R600,0.3,20,110,,R1270,R600,100.4,280.0,C2,0.084,0.084,302.6,187.4,98.27,1.907,6.59,24.07,80.3,4.43,20.48,115.7,True,True,True,True,True,True,True,,ok
R1270,R600,0.3,20,120,,R1270,R600,88.6,280.0,C2,0.0814,0.0814,292.9,179.1,104.41,1.716,6.59,25.57,84.0,4.81,24.42,125.6,True,True,True,True,True,True,True,,ok
R1270,R600,0.3,30,100,,R1270,R600,111.4,280.0,C2,0.1024,0.1024,368.6,231.0,99.71,2.317,8.74,26.09,81.3,4.94,17.05,105.9,True,True,True,True,True,True,True,,ok
R1270,R600,0.3,30,110,,R1270,R600,104.4,280.0,C2,0.1014,0.1014,365.1,226.1,108.59,2.083,8.74,27.68,85.0,5.35,20.48,115.7,True,True,True,True,True,True,True,,ok
R1270,R600,0.3,30,120,,R1270,R600,93.6,280.0,C2,0.098,0.098,352.9,215.9,115.9,1.863,8.74,29.34,88.7,5.78,24.42,125.6,True,True,True,True,True,True,True,,ok
R1270,R600,0.3,40,100,,R1270,R600,115.9,280.0,C2,0.123,0.123,442.8,277.6,108.19,2.565,11.37,29.91,86.5,5.93,17.05,106.4,True,True,True,True,True,True,True,,ok
R1270,R600,0.3,40,110,,R1270,R600,109.8,280.0,C2,0.1217,0.1217,438.1,271.3,118.74,2.285,11.37,31.68,90.2,6.39,20.48,116.0,False,True,True,True,True,True,False,p_c1,ok
R1270,R600,0.3,40,120,,R1270,R600,99.8,280.0,C2,0.1175,0.1175,423.1,258.8,127.52,2.029,11.37,33.52,93.9,6.88,24.42,126.1,False,True,True,True,True,True,False,p_c1,ok
R1270,R600,0.3,50,100,,R1270,R600,122.1,280.0,C2,0.147,0.147,529.1,331.6,116.04,2.858,14.52,34.16,92.2,7.05,17.05,106.9,False,True,True,True,True,True,False,p_c1,ok
R1270,R600,0.3,50,110,,R1270,R600,116.8,280.0,C2,0.1452,0.1452,522.9,323.8,128.67,2.517,14.52,36.11,96.0,7.57,20.48,116.5,False,True,True,True,True,True,False,p_c1,ok
R1270,R600,0.3,50,120,,R1270,R600,107.8,280.0,C2,0.1402,0.1402,504.8,308.8,139.35,2.216,14.52,38.16,99.7,8.13,24.42,126.6,False,True,True,True,True,True,False,p_c1,ok
R1270,R600,0.4,20,100,,R1270,R600,148.8,280.0,C2,0.1051,0.1051,378.5,237.2,112.04,2.117,6.59,26.61,86.4,5.07,17.05,106.0,True,True,True,True,True,True,True,,ok
R1270,R600,0.4,20,110,,R1270,R600,145.4,280.0,C2,0.1069,0.1069,384.9,238.4,123.58,1.929,6.59,28.78,91.3,5.63,20.48,115.7,True,True,True,True,True,True,True,,ok
R1270,R600,0.4,20,120,,R1270,R600,136.4,280.0,C2,0.106,0.106,381.7,233.5,133.31,1.751,6.59,31.08,96.1,6.23,24.42,125.8,False,True,True,True,True,True,False,p_c1,ok
R1270,R600,0.4,30,100,,R1270,R600,146.8,280.0,C2,0.123,0.123,442.8,277.6,119.99,2.313,8.74,29.91,89.9,5.93,17.05,106.4,True,True,True,True,True,True,True,,ok
R1270,R600,0.4,30,110,,R1270,R600,144.6,280.0,C2,0.1248,0.1248,449.4,278.3,133.31,2.088,8.74,32.29,94.8,6.55,20.48,116.0,False,True,True,True,True,True,False,p_c1,ok
R1270,R600,0.4,30,120,,R1270,R600,137.3,280.0,C2,0.1237,0.1237,445.2,272.3,144.76,1.881,8.74,34.8,99.6,7.22,24.42,126.2,False,True,True,True,True,True,False,p_c1,ok
R1270,R600,0.4,40,100,,R1270,R600,146.9,280.0,C2,0.1433,0.1433,516.0,323.4,127.24,2.542,11.37,33.52,93.9,6.88,17.05,106.8,False,True,True,True,True,True,False,p_c1,ok
R1270,R600,0.4,40,110,,R1270,R600,146.0,280.0,C2,0.1452,0.1452,522.9,323.8,142.75,2.269,11.37,36.11,98.9,7.57,20.48,116.5,False,True,True,True,True,True,False,p_c1,ok
R1270,R600,0.4,40,120,,R1270,R600,140.4,280.0,C2,0.1437,0.1437,517.5,316.5,156.37,2.024,11.37,38.86,103.8,8.32,24.42,126.7,False,True,True,True,True,True,False,p_c1,ok
R1270,R600,0.4,50,100,,R1270,R600,149.1,280.0,C2,0.1664,0.1664,599.1,375.5,133.66,2.809,14.52,37.47,98.5,7.94,17.05,107.3,False,True,True,True,True,True,False,p_c1,ok
R1270,R600,0.4,50,110,,R1270,R600,149.7,280.0,C2,0.1684,0.1684,606.4,375.5,151.93,2.472,14.52,40.3,103.5,8.71,20.48,117.0,False,True,True,True,True,True,False,p_c1,ok
R1270,R600,0.4,50,120,convergence,,,,,,,,,,,,,,,,,,,,,,,,False,no_solve,TESPy did not converge
R1270,R600,0.5,20,100,,R1270,R600,203.5,280.0,C2,0.1295,0.1295,466.2,292.2,139.84,2.089,6.59,31.08,96.1,6.23,17.05,106.5,False,True,True,True,True,True,False,p_c1,ok
R1270,R600,0.5,20,110,,R1270,R600,208.9,280.0,C2,0.1347,0.1347,485.0,300.4,157.83,1.903,6.59,34.16,102.1,7.05,20.48,116.3,False,True,True,True,True,True,False,p_c1,ok
R1270,R600,0.5,20,120,,R1270,R600,207.7,280.0,C2,0.1368,0.1368,492.3,301.2,173.96,1.731,6.59,37.47,108.1,7.94,24.42,126.5,False,True,True,True,True,True,False,p_c1,ok
R1270,R600,0.5,30,100,,R1270,R600,193.1,280.0,C2,0.147,0.147,529.1,331.6,146.16,2.269,8.74,34.16,98.4,7.05,17.05,106.9,False,True,True,True,True,True,False,p_c1,ok
R1270,R600,0.5,30,110,,R1270,R600,199.8,280.0,C2,0.1526,0.1526,549.5,340.4,166.56,2.043,8.74,37.47,104.5,7.94,20.48,116.7,False,True,True,True,True,True,False,p_c1,ok
R1270,R600,0.5,30,120,,R1270,R600,201.1,280.0,C2,0.1548,0.1548,557.3,340.9,185.36,1.839,8.74,41.04,110.6,8.91,24.42,126.9,False,True,True,True,True,True,False,p_c1,ok
R1270,R600,0.5,40,100,,R1270,R600,186.2,280.0,C2,0.1664,0.1664,599.1,375.5,151.54,2.478,11.37,37.47,101.3,7.94,17.05,107.3,False,True,True,True,True,True,False,p_c1,ok
R1270,R600,0.5,40,110,,R1270,R600,194.6,280.0,C2,0.1726,0.1726,621.3,384.8,174.89,2.2,11.37,41.04,107.5,8.91,20.48,117.1,False,True,True,True,True,True,False,p_c1,ok
R1270,R600,0.5,40,120,convergence,,,,,,,,,,,,,,,,,,,,,,,,False,no_solve,TESPy did not converge
R1270,R600,0.5,50,100,,R1270,R600,182.5,280.0,C2,0.188,0.188,676.8,424.2,155.88,2.721,14.52,41.04,104.7,8.91,17.05,107.8,False,True,True,True,True,True,False,p_c1,ok
R1270,R600,0.5,50,110,convergence,,,,,,,,,,,,,,,,,,,,,,,,False,no_solve,TESPy did not converge
R1270,R600,0.5,50,120,Pcrit_c1,,,,,,,,,,,,,,,,,,,,,,,,False,no_solve,f1=R1270: p_cond_c1=44.7 bar ≥ 0.95·p_crit=43.3 bar
R1270,R600,0.6,20,100,,R1270,R600,277.5,280.0,C2,0.1584,0.1584,570.2,357.4,177.25,2.016,6.59,36.11,105.7,7.57,17.05,107.2,False,True,True,True,True,True,False,p_c1,ok
R1270,R600,0.6,20,110,,R1270,R600,280.0,261.5,C1,0.1573,0.1573,566.3,350.7,192.65,1.821,6.59,40.3,112.9,8.71,20.48,117.0,False,True,True,True,True,True,False,p_c1,ok
R1270,R600,0.6,20,120,convergence,,,,,,,,,,,,,,,,,,,,,,,,False,no_solve,TESPy did not converge
R1270,R600,0.6,30,100,,R1270,R600,254.2,280.0,C2,0.1748,0.1748,629.2,394.4,180.92,2.18,8.74,38.86,106.9,8.32,17.05,107.5,False,True,True,True,True,True,False,p_c1,ok
R1270,R600,0.6,30,110,convergence,,,,,,,,,,,,,,,,,,,,,,,,False,no_solve,TESPy did not converge
R1270,R600,0.6,30,120,Pcrit_c1,,,,,,,,,,,,,,,,,,,,,,,,False,no_solve,f1=R1270: p_cond_c1=43.9 bar ≥ 0.95·p_crit=43.3 bar
R1270,R600,0.6,40,100,,R1270,R600,236.9,280.0,C2,0.1926,0.1926,693.3,434.5,183.38,2.37,11.37,41.78,108.7,9.12,17.05,107.9,False,True,True,True,True,True,False,p_c1,ok
R1270,R600,0.6,40,110,convergence,,,,,,,,,,,,,,,,,,,,,,,,False,no_solve,TESPy did not converge
R1270,R600,0.6,40,120,T_crit_c1,,,,,,,,,,,,,,,,,,,,,,,,False,no_solve,f1=R1270: T_cond_c1=93.0 °C ≥ T_crit=91.1 °C
R1270,R600,0.6,50,100,convergence,,,,,,,,,,,,,,,,,,,,,,,,False,no_solve,TESPy did not converge
R1270,R600,0.6,50,110,Pcrit_c1,,,,,,,,,,,,,,,,,,,,,,,,False,no_solve,f1=R1270: p_cond_c1=45.5 bar ≥ 0.95·p_crit=43.3 bar
R1270,R600,0.6,50,120,T_crit_c1,,,,,,,,,,,,,,,,,,,,,,,,False,no_solve,f1=R1270: T_cond_c1=97.0 °C ≥ T_crit=91.1 °C
R1270,R600,0.7,20,100,,R1270,R600,280.0,206.5,C1,0.142,0.142,511.3,320.5,169.2,1.894,6.59,41.78,115.3,9.12,17.05,107.9,False,True,True,True,True,True,False,p_c1,ok
R1270,R600,0.7,20,110,convergence,,,,,,,,,,,,,,,,,,,,,,,,False,no_solve,TESPy did not converge
R1270,R600,0.7,20,120,T_crit_c1,,,,,,,,,,,,,,,,,,,,,,,,False,no_solve,f1=R1270: T_cond_c1=95.0 °C ≥ T_crit=91.1 °C
R1270,R600,0.7,30,100,convergence,,,,,,,,,,,,,,,,,,,,,,,,False,no_solve,TESPy did not converge
R1270,R600,0.7,30,110,Pcrit_c1,,,,,,,,,,,,,,,,,,,,,,,,False,no_solve,f1=R1270: p_cond_c1=45.5 bar ≥ 0.95·p_crit=43.3 bar
R1270,R600,0.7,30,120,T_crit_c1,,,,,,,,,,,,,,,,,,,,,,,,False,no_solve,f1=R1270: T_cond_c1=98.0 °C ≥ T_crit=91.1 °C
R1270,R600,0.7,40,100,convergence,,,,,,,,,,,,,,,,,,,,,,,,False,no_solve,TESPy did not converge
R1270,R600,0.7,40,110,T_crit_c1,,,,,,,,,,,,,,,,,,,,,,,,False,no_solve,f1=R1270: T_cond_c1=94.0 °C ≥ T_crit=91.1 °C
R1270,R600,0.7,40,120,T_crit_c1,,,,,,,,,,,,,,,,,,,,,,,,False,no_solve,f1=R1270: T_cond_c1=101.0 °C ≥ T_crit=91.1 °C
R1270,R600,0.7,50,100,Pcrit_c1,,,,,,,,,,,,,,,,,,,,,,,,False,no_solve,f1=R1270: p_cond_c1=44.7 bar ≥ 0.95·p_crit=43.3 bar
R1270,R600,0.7,50,110,T_crit_c1,,,,,,,,,,,,,,,,,,,,,,,,False,no_solve,f1=R1270: T_cond_c1=97.0 °C ≥ T_crit=91.1 °C
R1270,R600,0.7,50,120,T_crit_c1,,,,,,,,,,,,,,,,,,,,,,,,False,no_solve,f1=R1270: T_cond_c1=104.0 °C ≥ T_crit=91.1 °C
R717,R600a,0.3,20,100,,R717-LP,R600a,108.2,280.0,C2,0.1004,0.1004,361.3,226.4,110.03,2.058,4.98,22.82,147.0,5.74,22.03,106.7,True,True,True,True,True,True,True,,ok
R717,R600a,0.3,20,110,,R717-LP,R600a,90.9,280.0,C2,0.0948,0.0948,341.1,211.3,116.18,1.818,4.98,24.58,154.8,6.21,26.27,117.1,True,True,True,True,True,True,True,,ok
R717,R600a,0.3,20,120,,R717-LP,R600a,65.7,280.0,C2,0.0839,0.0839,302.2,184.9,118.93,1.554,4.98,26.44,162.5,6.7,31.13,128.1,True,False,True,True,True,True,False,p_c2,ok
R717,R600a,0.3,30,100,,R717-LP,R600a,103.2,280.0,C2,0.1205,0.1205,433.9,272.0,118.6,2.293,7.11,27.09,141.0,6.87,22.03,107.1,True,True,True,True,True,True,True,,ok
R717,R600a,0.3,30,110,,R717-HP,R600a,88.1,280.0,C2,0.1137,0.1137,409.4,253.6,126.01,2.012,7.11,29.09,148.4,7.4,26.27,117.5,True,True,True,True,False,True,False,V_c1,ok
R717,R600a,0.3,30,120,,R717-HP,R600a,66.1,280.0,C2,0.1008,0.1008,362.9,222.0,129.66,1.712,7.11,31.2,155.8,7.95,31.13,128.4,True,False,True,True,False,True,False,"p_c2, V_c1",ok
R717,R600a,0.3,40,100,,R717-HP,R600a,99.9,280.0,C2,0.144,0.144,518.6,325.0,125.99,2.58,9.85,31.93,136.9,8.15,22.03,107.5,True,True,True,True,True,True,True,,ok
R717,R600a,0.3,40,110,,R717-HP,R600a,86.4,280.0,C2,0.1359,0.1359,489.2,303.0,134.91,2.246,9.85,34.19,144.1,8.74,26.27,117.9,True,True,True,True,False,True,False,V_c1,ok
R717,R600a,0.3,40,120,,R717-HP,R600a,66.8,280.0,C2,0.1206,0.1206,434.2,265.6,139.72,1.901,9.85,36.57,151.1,9.37,31.13,128.7,True,False,True,True,False,True,False,"p_c2, V_c1",ok
R717,R600a,0.3,50,100,,R717-HP,R600a,97.9,280.0,C2,0.1714,0.1714,617.2,386.8,131.72,2.937,13.32,37.39,134.4,9.59,22.03,108.0,True,True,True,True,True,True,True,,ok
R717,R600a,0.3,50,110,,R717-HP,R600a,85.7,280.0,C2,0.1618,0.1618,582.3,360.7,142.48,2.531,13.32,39.94,141.3,10.26,26.27,118.3,True,True,True,True,False,True,False,V_c1,ok
R717,R600a,0.3,50,120,,R717-HP,R600a,67.8,280.0,C2,0.1437,0.1437,517.5,316.5,148.75,2.128,13.32,42.61,148.1,10.96,31.13,129.1,True,False,True,True,False,True,False,"p_c2, V_c1",ok
R717,R600a,0.4,20,100,,R717-LP,R600a,142.5,280.0,C2,0.1237,0.1237,445.2,279.1,131.32,2.125,4.98,27.74,167.7,7.04,22.03,107.2,True,True,True,True,True,True,True,,ok
R717,R600a,0.4,20,110,,R717-HP,R600a,126.2,280.0,C2,0.1197,0.1197,431.0,266.9,140.17,1.904,4.98,30.48,177.9,7.77,26.27,117.6,True,True,True,True,True,True,True,,ok
R717,R600a,0.4,20,120,,R717-HP,R600a,99.2,280.0,C2,0.1089,0.1089,392.1,239.8,144.1,1.664,4.98,33.42,188.0,8.54,31.13,128.5,True,False,False,True,True,True,False,"p_c2, T_c1",ok
R717,R600a,0.4,30,100,,R717-HP,R600a,130.3,280.0,C2,0.144,0.144,518.6,325.0,138.0,2.355,7.11,31.93,158.3,8.15,22.03,107.5,True,True,True,True,True,True,True,,ok
R717,R600a,0.4,30,110,,R717-HP,R600a,116.6,280.0,C2,0.1394,0.1394,501.7,310.7,148.35,2.094,7.11,34.97,168.1,8.95,26.27,117.9,True,True,True,True,True,True,True,,ok
R717,R600a,0.4,30,120,,R717-HP,R600a,93.8,280.0,C2,0.1268,0.1268,456.7,279.3,153.48,1.82,7.11,38.23,177.8,9.81,31.13,128.9,True,False,True,True,True,True,False,p_c2,ok
R717,R600a,0.4,40,100,,R717-HP,R600a,121.3,280.0,C2,0.1673,0.1673,602.2,377.4,143.2,2.636,9.85,36.57,151.1,9.37,22.03,108.0,True,True,True,True,True,True,True,,ok
R717,R600a,0.4,40,110,,R717-HP,R600a,109.6,280.0,C2,0.1618,0.1618,582.3,360.7,155.29,2.322,9.85,39.94,160.5,10.26,26.27,118.3,True,True,True,True,True,True,True,,ok
R717,R600a,0.4,40,120,,R717-HP,R600a,89.9,280.0,C2,0.1474,0.1474,530.5,324.5,161.9,2.004,9.85,43.54,169.9,11.21,31.13,129.2,True,False,True,True,False,True,False,"p_c2, V_c1",ok
R717,R600a,0.4,50,100,,R717-HP,R600a,114.7,280.0,C2,0.1937,0.1937,697.3,437.1,146.48,2.984,13.32,41.71,145.8,10.73,22.03,108.4,True,True,True,True,True,True,True,,ok
R717,R600a,0.4,50,110,,R717-HP,R600a,104.5,280.0,C2,0.1873,0.1873,674.3,417.6,160.63,2.6,13.32,45.42,154.8,11.7,26.27,118.7,True,True,True,True,True,True,True,,ok
R717,R600a,0.4,50,120,,R717-HP,R600a,87.1,280.0,C2,0.1708,0.1708,614.9,376.1,169.02,2.225,13.32,49.38,163.8,12.74,31.13,129.6,True,False,True,True,False,True,False,"p_c2, V_c1",ok
R717,R600a,0.5,20,100,,R717-HP,R600a,185.2,280.0,C2,0.1515,0.1515,545.2,341.7,157.42,2.171,4.98,33.42,188.0,8.54,22.03,107.7,True,True,False,True,True,True,False,T_c1,ok
R717,R600a,0.5,20,110,,R717-HP,R600a,171.7,280.0,C2,0.1502,0.1502,540.7,334.9,170.16,1.968,4.98,37.39,200.5,9.59,26.27,118.1,True,True,False,True,True,True,False,T_c1,ok
R717,R600a,0.5,20,120,,R717-HP,R600a,144.4,280.0,C2,0.1402,0.1402,504.8,308.8,176.12,1.753,4.98,41.71,213.0,10.73,31.13,129.1,True,False,False,True,True,True,False,"p_c2, T_c1",ok
R717,R600a,0.5,30,100,,R717-HP,R600a,163.1,280.0,C2,0.1714,0.1714,617.2,386.8,161.39,2.397,7.11,37.39,175.4,9.59,22.03,108.0,True,True,True,True,True,True,True,,ok
R717,R600a,0.5,30,110,,R717-HP,R600a,152.3,280.0,C2,0.1699,0.1699,611.6,378.8,175.86,2.154,7.11,41.71,187.4,10.73,26.27,118.5,True,True,False,True,True,True,False,T_c1,ok
R717,R600a,0.5,30,120,,R717-HP,R600a,130.0,280.0,C2,0.1587,0.1587,571.3,349.4,183.41,1.905,7.11,46.39,199.4,11.96,31.13,129.4,True,False,False,True,True,True,False,"p_c2, T_c1",ok
R717,R600a,0.5,40,100,,R717-HP,R600a,146.6,280.0,C2,0.1937,0.1937,697.3,437.1,163.6,2.671,9.85,41.71,165.2,10.73,22.03,108.4,True,True,True,True,True,True,True,,ok
R717,R600a,0.5,40,110,,R717-HP,R600a,137.8,280.0,C2,0.1919,0.1919,690.8,427.8,180.04,2.376,9.85,46.39,176.8,11.96,26.27,118.8,True,True,True,True,True,True,True,,ok
R717,R600a,0.5,40,120,,R717-HP,R600a,119.1,280.0,C2,0.1793,0.1793,645.6,394.9,189.43,2.085,9.85,51.46,188.4,13.29,31.13,129.7,True,False,False,True,True,True,False,"p_c2, T_c1",ok
