Connection,Kind,Energy Flow [kW],Exergy Flow [kW],C^TOT [EUR/h],c^TOT [EUR/GJ_ex]
e1,power,367.4,367.4,66.82,50.52
e2,power,165.7,165.7,30.14,50.52
e3,power,157.4,157.4,31.93,56.35
e4,power,201.7,201.7,36.69,50.52
e5,power,191.6,191.6,37.68,54.63
