Component,E_F [kW],E_P [kW],E_D [kW],E_L [kW],epsilon [%],y [%],y* [%],C_F [EUR/h],C_P [EUR/h],C_D [EUR/h],Z [EUR/h],C_D+Z [EUR/h],f [%],r [%],c_F [EUR/GJ],c_P [EUR/GJ]
COMP1,244.9,212.8,32.15,0,86.88,6.393,13.51,49.14,56.11,6.448,4.644,11.09,41.86,14.19,55.72,73.24
COMP2,220,186.8,33.21,0,84.9,6.604,13.96,42.95,51.62,6.485,6.262,12.75,49.13,20.18,54.24,76.78
IHX,176.2,130.7,45.49,0,74.18,9.047,19.12,46.46,51.2,11.99,1.441,13.44,10.73,48.55,73.24,108.8
MOT1,257.8,244.9,12.89,0,95,2.564,5.418,46.9,49.14,2.345,1.305,3.65,35.76,4.776,50.52,55.72
MOT2,231.5,220,11.58,0,95,2.302,4.865,42.11,42.95,2.106,0,2.106,0,1.993,50.52,54.24
SNK_HX,272.9,261.9,11,0,95.97,2.189,4.625,88.81,93.19,3.582,3.584,7.166,50.02,9.344,90.4,98.85
SRC_HX,22.48,0.01411,22.47,0,0.06275,4.468,9.441,11.43,15.23,11.42,2.175,13.6,15.99,2.123e+05,141.3,3e+05
VAL1,36.6,12.02,24.58,0,32.85,4.888,10.33,9.65,11.43,6.48,0,6.48,0,260.6,73.24,264.1
VAL2,44.6,,44.6,0,,8.869,18.74,14.02,,14.02,0,14.02,0,inf,87.3,
TOT,502.8,261.9,238,2.999,52.08,47.32,100,89.01,108.4,42.12,19.41,61.53,31.54,133.9,49.17,115
