Connection,Kind,Energy Flow [kW],Exergy Flow [kW],C^TOT [EUR/h],c^TOT [EUR/GJ_ex]
e1,power,489.4,489.4,89.01,50.52
e2,power,257.8,257.8,46.9,50.52
e3,power,244.9,244.9,49.14,55.73
e4,power,231.5,231.5,42.11,50.52
e5,power,220,220,42.96,54.25
