Component,E_F [kW],E_P [kW],E_D [kW],E_L [kW],epsilon [%],y [%],y* [%],C_F [EUR/h],C_P [EUR/h],C_D [EUR/h],Z [EUR/h],C_D+Z [EUR/h],f [%],r [%],c_F [EUR/GJ],c_P [EUR/GJ]
COMP1,180.6,151.6,28.94,0,83.97,5.661,15.14,35.73,43.03,5.728,3.75,9.478,39.56,20.41,54.97,78.83
COMP2,153.1,129.4,23.7,0,84.52,4.636,12.4,30.31,38.71,4.691,5.496,10.19,53.95,27.71,54.97,83.06
IHX,172,147.2,24.82,0,85.57,4.854,12.98,39.57,47.3,5.709,4.686,10.39,45.08,39.67,63.9,89.25
MOT1,190.1,180.6,9.503,0,95,1.859,4.972,34.57,35.73,1.729,0,1.729,0,3.366,50.52,54.97
MOT2,161.2,153.1,8.06,0,95,1.577,4.217,29.32,30.31,1.466,0,1.466,0,3.366,50.52,54.97
SNK_HX,253.6,241.9,11.76,0,95.36,2.301,6.153,78.92,84,3.66,3.639,7.299,49.86,11.61,86.43,96.47
SRC_HX,81.76,56.57,25.19,0,69.19,4.926,13.18,3.63e-14,5.623,1.118e-14,2.54,2.54,100,inf,1.233e-13,27.61
VAL1,36.17,,36.17,0,,7.075,18.92,9.078,,9.078,0,9.078,0,inf,69.71,
VAL2,23,,23,0,,4.499,12.03,7.08,,7.08,0,7.08,0,inf,85.5,
TOT,511.3,241.9,191.2,78.24,47.31,37.39,100,63.89,84,23.89,20.11,44,45.71,177.9,34.71,96.47
