Component,E_F [kW],E_P [kW],E_D [kW],E_L [kW],epsilon [%],y [%],y* [%],C_F [EUR/h],C_P [EUR/h],C_D [EUR/h],Z [EUR/h],C_D+Z [EUR/h],f [%],r [%],c_F [EUR/GJ],c_P [EUR/GJ]
COMP1,289.4,244,45.39,0,84.31,8.31,15.96,56.48,64.93,8.86,5.244,14.1,37.18,14.97,54.22,73.93
COMP2,220,186.8,33.21,0,84.9,6.079,11.68,42.93,51.54,6.482,6.262,12.74,49.14,20.05,54.22,76.66
IHX,158.1,130.7,27.34,0,82.7,5.005,9.613,73.93,77.55,12.79,1.69,14.48,11.68,26.84,129.9,164.8
MOT1,304.6,289.4,15.23,0,95,2.788,5.356,55.4,56.48,2.77,0,2.77,0,1.944,50.52,54.22
MOT2,231.5,220,11.58,0,95,2.119,4.071,42.11,42.93,2.106,0,2.106,0,1.944,50.52,54.22
SNK_HX,272.9,261.9,11,0,95.97,2.015,3.87,112.1,116.5,4.522,3.584,8.107,44.21,8.256,114.2,123.6
SRC_HX,20.33,1.014e-06,20.33,0,4.988e-06,3.722,7.15,37.91,41.55,37.91,2.205,40.11,5.498,inf,517.9,1.138e+10
VAL1,85.92,10.22,75.69,0,11.9,13.86,26.62,32.55,37.91,28.68,0,28.68,0,878.5,105.3,1030
VAL2,44.6,,44.6,0,,8.164,15.68,16.96,,16.96,0,16.96,0,inf,105.6,
TOT,546.2,261.9,284.4,0,47.94,52.06,100,97.51,116.5,50.77,18.99,69.75,27.22,149.2,49.59,123.6
