Component,E_F [kW],E_P [kW],E_D [kW],E_L [kW],epsilon [%],y [%],y* [%],C_F [EUR/h],C_P [EUR/h],C_D [EUR/h],Z [EUR/h],C_D+Z [EUR/h],f [%],r [%],c_F [EUR/GJ],c_P [EUR/GJ]
COMP1,157.6,132.2,25.4,0,83.88,4.029,7.604,33.79,48.14,5.447,3.278,8.725,37.57,42.49,59.56,101.2
COMP2,399.7,341.1,58.54,0,85.35,9.284,17.52,85.7,119.2,12.55,8.003,20.55,38.93,39.13,59.56,97.08
IHX,111.9,92.06,19.85,0,82.26,3.149,5.943,44.76,58.62,7.941,5.201,13.14,39.57,59.2,111.1,176.9
MOT1,165.9,157.6,8.294,0,95,1.315,2.483,30.17,33.79,1.509,0,1.509,0,11.99,50.52,59.56
MOT2,420.7,399.7,21.04,0,95,3.336,6.297,76.52,85.7,3.826,0,3.826,0,11.99,50.52,59.56
SNK_HX,290.7,280.1,10.68,0,96.33,1.694,3.196,120.6,129.3,4.43,3.973,8.403,47.28,11.24,115.3,128.2
SRC_HX,27.55,11.69,15.86,0,42.42,2.516,4.747,3.786e-14,9.027,2.18e-14,2.111,2.111,100,inf,3.818e-13,214.6
VAL1,31.95,,31.95,0,,5.068,9.564,12.41,,12.41,0,12.41,0,inf,107.9,
VAL2,142.5,,142.5,0,,22.6,42.64,57.22,,57.22,0,57.22,0,inf,111.6,
TOT,630.5,280.1,334.1,16.36,44.42,52.99,100,106.7,129.3,56.53,22.57,79.1,28.53,172.7,47.01,128.2
