Component,E_F [kW],E_P [kW],E_D [kW],E_L [kW],epsilon [%],y [%],y* [%],C_F [EUR/h],C_P [EUR/h],C_D [EUR/h],Z [EUR/h],C_D+Z [EUR/h],f [%],r [%],c_F [EUR/GJ],c_P [EUR/GJ]
COMP1,215.2,181,34.19,0,84.11,6.187,13.67,43.84,56.04,6.967,4.21,11.18,37.66,27.82,56.6,86.01
COMP2,221.4,188.2,33.26,0,84.98,6.017,13.3,45.12,58.24,6.777,5.356,12.13,44.15,29.08,56.6,85.97
IHX,162.3,139.4,22.93,0,85.87,4.148,9.166,48.17,58.99,6.804,5.474,12.28,44.58,42.63,82.42,117.6
MOT1,226.5,215.2,11.32,0,95,2.049,4.527,41.2,43.84,2.06,0,2.06,0,6.419,50.52,56.6
MOT2,233.1,221.4,11.66,0,95,2.109,4.659,42.4,45.12,2.12,0,2.12,0,6.419,50.52,56.6
SNK_HX,273.1,261.9,11.21,0,95.89,2.029,4.482,98.39,104.8,4.04,3.794,7.834,48.43,11.08,100.1,111.2
SRC_HX,52.43,31.59,20.84,0,60.26,3.77,8.329,3.24e-14,7.242,1.287e-14,2.376,2.376,100,inf,1.716e-13,63.67
VAL1,50.25,,50.25,0,,9.091,20.09,15.11,,15.11,0,15.11,0,inf,83.54,
VAL2,54.5,,54.5,0,,9.861,21.79,18.84,,18.84,0,18.84,0,inf,96.04,
TOT,552.7,261.9,250.2,40.69,47.38,45.26,100,83.6,104.8,37.84,21.21,59.05,35.92,164.6,42.01,111.2
