Component,E_F [kW],E_P [kW],E_D [kW],E_L [kW],epsilon [%],y [%],y* [%],C_F [EUR/h],C_P [EUR/h],C_D [EUR/h],Z [EUR/h],C_D+Z [EUR/h],f [%],r [%],c_F [EUR/GJ],c_P [EUR/GJ]
COMP1,232.8,203.4,29.42,0,87.36,4.778,9.046,48.3,58.91,6.103,4.972,11.07,44.89,21.97,57.62,80.44
COMP2,349.5,298.3,51.13,0,85.37,8.303,15.72,70.43,87.19,10.3,6.964,17.27,40.33,23.79,55.98,81.18
IHX,153.5,110,43.46,0,71.69,7.058,13.36,44.45,54.99,12.58,2.213,14.8,14.95,72.57,80.44,138.8
MOT1,244.9,232.7,12.25,0,95,1.989,3.765,44.55,48.15,2.227,1.262,3.49,36.18,8.101,50.52,57.49
MOT2,367.9,349.5,18.39,0,95,2.987,5.655,66.91,70.43,3.346,0,3.346,0,5.266,50.52,55.98
SNK_HX,290.8,280.1,10.75,0,96.3,1.745,3.304,102.4,108.4,3.784,3.993,7.776,51.34,9.974,97.8,107.6
SRC_HX,24.52,7.455,17.06,0,30.41,2.771,5.245,19.15,24.37,13.33,1.95,15.28,12.76,318.4,217,908
VAL1,49.93,24.7,25.23,0,49.46,4.098,7.758,14.46,19.29,7.307,0,7.307,0,169.8,80.44,217
VAL2,117.6,,117.6,0,,19.09,36.15,39.79,,39.79,0,39.79,0,inf,94.01,
TOT,615.8,280.1,325.3,10.44,45.48,52.82,100,111.5,132.8,58.87,21.35,80.23,26.62,162,50.28,131.7
