Component,E_F [kW],E_P [kW],E_D [kW],E_L [kW],epsilon [%],y [%],y* [%],C_F [EUR/h],C_P [EUR/h],C_D [EUR/h],Z [EUR/h],C_D+Z [EUR/h],f [%],r [%],c_F [EUR/GJ],c_P [EUR/GJ]
COMP1,229.6,191.6,38.06,0,83.43,6.741,13.11,45.85,56.21,7.599,6.144,13.74,44.71,22.62,55.46,81.51
COMP2,304.6,258.6,46.01,0,84.9,8.149,15.85,60.1,73.78,9.078,8.575,17.65,48.57,22.77,54.81,79.25
IHX,112.1,88.95,23.15,0,79.35,4.099,7.971,32.89,39.49,6.792,4.03,10.82,37.24,51.3,81.51,123.3
MOT1,241,228.9,12.05,0,95,2.134,4.149,43.83,45.17,2.192,0,2.192,0,3.051,50.52,54.81
MOT2,320.6,304.6,16.03,0,95,2.84,5.521,58.32,60.1,2.916,0,2.916,0,3.051,50.52,54.81
SNK_HX,272.9,261.9,10.99,0,95.97,1.946,3.784,89.33,94.06,3.597,3.505,7.103,49.35,9.707,90.95,99.77
SRC_HX,29.49,9.376,20.11,0,31.8,3.562,6.926,28.11,32.51,19.17,2.159,21.33,10.12,263.6,264.8,963
VAL1,79.48,30.2,49.28,0,38,8.728,16.97,23.32,28.79,14.46,0,14.46,0,224.9,81.51,264.8
VAL2,74.7,,74.7,0,,13.23,25.73,23.94,,23.94,0,23.94,0,inf,89.02,
TOT,564.6,261.9,290.4,12.36,46.38,51.43,100,102.2,126.6,52.54,24.41,76.95,31.73,167.1,50.26,134.3
