Component,E_F [kW],E_P [kW],E_D [kW],E_L [kW],epsilon [%],y [%],y* [%],C_F [EUR/h],C_P [EUR/h],C_D [EUR/h],Z [EUR/h],C_D+Z [EUR/h],f [%],r [%],c_F [EUR/GJ],c_P [EUR/GJ]
COMP1,282.7,238.8,43.9,0,84.47,8.28,16.36,57.65,72.68,8.954,4.611,13.56,33.99,26.07,56.65,84.56
COMP2,191.6,162.7,28.91,0,84.91,5.453,10.78,39.08,51.59,5.897,5.645,11.54,48.91,32,56.65,88.07
IHX,173.7,146.2,27.51,0,84.16,5.189,10.25,55.85,66.45,8.847,4.076,12.92,31.54,41.39,89.32,126.3
MOT1,297.6,282.7,14.88,0,95,2.806,5.545,54.12,57.65,2.706,0,2.706,0,6.525,50.52,56.65
MOT2,201.7,191.6,10.09,0,95,1.902,3.759,36.69,39.08,1.834,0,1.834,0,6.525,50.52,56.65
SNK_HX,272.9,261.9,11.02,0,95.96,2.079,4.108,104.8,111.1,4.234,3.609,7.844,46.02,10.4,106.7,117.8
SRC_HX,30.91,10.57,20.33,0,34.21,3.835,7.579,1.163e-13,7.14,7.653e-14,2.314,2.314,100,inf,1.045e-12,187.6
VAL1,75.67,,75.67,0,,14.27,28.2,23.98,,23.98,0,23.98,0,inf,88.01,
VAL2,35.99,,35.99,0,,6.789,13.41,13.2,,13.2,0,13.2,0,inf,101.9,
TOT,530.2,261.9,268.3,0,49.39,50.61,100,90.81,111.1,45.96,20.25,66.21,30.59,147.6,47.58,117.8
