Component,E_F [kW],E_P [kW],E_D [kW],E_L [kW],epsilon [%],y [%],y* [%],C_F [EUR/h],C_P [EUR/h],C_D [EUR/h],Z [EUR/h],C_D+Z [EUR/h],f [%],r [%],c_F [EUR/GJ],c_P [EUR/GJ]
COMP1,256.2,223.3,32.96,0,87.14,6.163,12.69,51.65,60.02,6.645,5.55,12.19,45.51,16.21,56,74.68
COMP2,249.3,211.6,37.65,0,84.9,7.04,14.5,48.85,59.05,7.378,6.974,14.35,48.59,20.87,54.43,77.5
IHX,164.9,115.5,49.36,0,70.06,9.23,19.01,44.33,49.93,13.27,1.38,14.65,9.418,60.78,74.68,120.1
MOT1,269.4,255.9,13.47,0,95,2.519,5.188,49,51.5,2.45,1.343,3.793,35.41,5.094,50.52,55.89
MOT2,262.4,249.3,13.12,0,95,2.453,5.054,47.73,48.85,2.387,0,2.387,0,2.353,50.52,54.43
SNK_HX,272.9,261.9,10.99,0,95.97,2.056,4.235,91.41,95.91,3.683,3.557,7.24,49.13,9.326,93.05,101.7
SRC_HX,32.11,10.32,21.79,0,32.15,4.074,8.391,17.76,21.74,12.05,2.107,14.16,14.88,280.6,153.7,584.9
VAL1,58.38,32.39,25.99,0,55.48,4.86,10.01,15.7,17.92,6.988,0,6.988,0,105.8,74.68,153.7
VAL2,54.3,,54.3,0,,10.15,20.91,17.58,,17.58,0,17.58,0,inf,89.91,
TOT,534.8,261.9,259.6,13.31,48.97,48.55,100,96.73,117.6,46.96,20.91,67.87,30.81,148.4,50.24,124.8
