Component,E_F [kW],E_P [kW],E_D [kW],E_L [kW],epsilon [%],y [%],y* [%],C_F [EUR/h],C_P [EUR/h],C_D [EUR/h],Z [EUR/h],C_D+Z [EUR/h],f [%],r [%],c_F [EUR/GJ],c_P [EUR/GJ]
COMP1,264.2,221.3,42.89,0,83.76,8.137,15.04,51.55,60.46,8.37,5.91,14.28,41.39,17.28,54.21,75.9
COMP2,206.6,174.7,31.93,0,84.55,6.059,11.2,40.32,48.24,6.232,5.689,11.92,47.72,19.64,54.21,76.71
IHX,148.1,123,25.09,0,83.06,4.761,8.798,69.27,75.7,11.73,4.684,16.42,28.53,31.59,129.9,170.9
MOT1,278.1,264.2,13.9,0,95,2.638,4.875,50.57,51.55,2.529,0,2.529,0,1.922,50.52,54.21
MOT2,217.5,206.6,10.88,0,95,2.063,3.813,39.56,40.32,1.978,0,1.978,0,1.922,50.52,54.21
SNK_HX,253.7,241.9,11.82,0,95.34,2.243,4.146,107.1,111.6,4.991,3.715,8.706,42.67,9.337,117.2,128.2
SRC_HX,42.63,1.058e-06,42.63,0,2.482e-06,8.088,14.95,31.96,36.44,31.96,1.493,33.46,4.463,inf,208.3,9.566e+09
VAL1,73.15,11.11,62.04,0,15.19,11.77,21.75,27.63,31.96,23.43,0,23.43,0,661.6,104.9,799
VAL2,44.02,,44.02,0,,8.352,15.44,16.86,,16.86,0,16.86,0,inf,106.4,
TOT,527.1,241.9,285.2,0,45.89,54.11,100,90.14,111.6,48.77,21.49,70.26,30.59,169.9,47.5,128.2
