Component,E_F [kW],E_P [kW],E_D [kW],E_L [kW],epsilon [%],y [%],y* [%],C_F [EUR/h],C_P [EUR/h],C_D [EUR/h],Z [EUR/h],C_D+Z [EUR/h],f [%],r [%],c_F [EUR/GJ],c_P [EUR/GJ]
COMP1,233.6,196.2,37.46,0,83.97,6.037,11.39,47.18,57.77,7.565,5.229,12.79,40.87,22.45,56.09,81.81
COMP2,354.3,302.1,52.17,0,85.27,8.407,15.85,70.5,86.88,10.38,8.911,19.29,46.19,23.24,55.28,79.89
IHX,113.5,90.04,23.43,0,79.35,3.775,7.12,33.42,40.39,6.899,3.619,10.52,34.4,52.32,81.81,124.6
MOT1,245.1,232.9,12.26,0,95,1.975,3.725,44.59,46.34,2.229,0,2.229,0,3.937,50.52,55.28
MOT2,372.9,354.3,18.65,0,95,3.005,5.667,67.83,70.5,3.391,0,3.391,0,3.937,50.52,55.28
SNK_HX,290.4,280.1,10.31,0,96.45,1.662,3.134,94.72,99.7,3.364,3.496,6.86,50.97,9.125,90.61,98.88
SRC_HX,27.52,8.974,18.54,0,32.61,2.988,5.636,31.32,35.88,21.11,1.905,23.01,8.281,251.3,316.2,1111
VAL1,82.7,28.25,54.45,0,34.16,8.775,16.55,24.35,32.15,16.04,0,16.04,0,286.5,81.81,316.2
VAL2,101.8,,101.8,0,,16.4,30.93,32.55,,32.55,0,32.55,0,inf,88.84,
TOT,620.5,280.1,329,11.42,45.13,53.03,100,112.4,135.6,59.61,23.16,82.77,27.98,167.2,50.33,134.5
