Component,E_F [kW],E_P [kW],E_D [kW],E_L [kW],epsilon [%],y [%],y* [%],C_F [EUR/h],C_P [EUR/h],C_D [EUR/h],Z [EUR/h],C_D+Z [EUR/h],f [%],r [%],c_F [EUR/GJ],c_P [EUR/GJ]
COMP1,177.1,152.9,24.27,0,86.3,4.512,9.411,37.09,45.59,5.082,2.995,8.077,37.08,22.93,58.16,82.85
COMP2,286.6,244.7,41.86,0,85.39,7.781,16.23,58.29,73.64,8.515,5.848,14.36,40.72,26.33,56.5,83.59
IHX,167,135,31.98,0,80.85,5.944,12.4,47.31,57.53,9.059,2.957,12.02,24.61,50.38,78.69,118.3
MOT1,186.5,177.1,9.323,0,95,1.733,3.614,33.91,37.09,1.696,1.057,2.753,38.41,9.355,50.52,58.16
MOT2,301.7,286.6,15.08,0,95,2.804,5.848,54.87,58.29,2.743,0,2.743,0,6.238,50.52,56.5
SNK_HX,290.9,280.1,10.85,0,96.27,2.016,4.205,101.3,107.8,3.779,4.014,7.793,51.51,10.51,96.77,106.9
SRC_HX,49.88,30.79,19.09,0,61.72,3.549,7.402,1.717e-14,6.498,6.573e-15,2.166,2.166,100,inf,9.564e-14,58.62
VAL1,16.63,,16.63,0,,3.09,6.446,4.772,,4.772,0,4.772,0,inf,79.73,
VAL2,88.84,,88.84,0,,16.51,34.45,29.82,,29.82,0,29.82,0,inf,93.24,
TOT,538,280.1,257.9,0,52.06,47.94,100,88.78,107.8,42.56,19.04,61.6,30.91,133.3,45.84,106.9
