Connection,E [kW],e^PH [kJ/kg],e^T [kJ/kg],e^M [kJ/kg],C^T [EUR/h],C^M [EUR/h],C^TOT [EUR/h],c^T [EUR/GJ_ex],c^M [EUR/GJ_ex],c^TOT [EUR/GJ_ex]
11,5.012407837710638,0.19902276258365578,-1.588712223110633e-10,0.199022762742527,-4.263026630881836e-15,6.245000767977895e-15,1.9819741370960592e-15,0.00029595566533571055,3.460856519123506e-13,1.0983710608573081e-13
12,5.390827254658721,0.21404829127461372,8.852923361502007e-09,0.21404828242169036,1.907851027160845e-06,3.180992747999606,3.180994655850633,2376.903798516327,163.90974733025453,163.90983885851023
13,23.43102613009797,0.9303527768625941,0.731330014120067,0.199022762742527,46.84144428950779,2.957697010264212,49.799141299772,706.4325943952842,163.9097473302542,590.3751175337187
21,275.3664132673317,221.97244997112486,0.5542279831863125,221.41822198793855,0.45618939920423485,68.44849170976137,68.9046811089656,184.3072190677585,69.22072292334296,69.50807460441148
22,829.4370743469273,668.6079733003944,368.66208917987024,299.94588412052417,113.96697041631192,92.72427164426945,206.69124206058137,69.22072292334329,69.22072292334303,69.22072292334319
22c,413.48172822172035,333.3069968216005,33.40996089975536,299.89703592184514,10.328244040343435,92.7091708748191,103.03741491516253,69.22072292334325,69.22072292334295,69.22072292334298
23,413.48172822172035,333.3069968216005,33.40996089975536,299.89703592184514,10.328244040343435,92.70917087481915,103.03741491516259,69.22072292334325,69.22072292334299,69.220722923343
24,337.83968968604853,272.33206376659217,46.265289551119785,226.0667742154724,38.08132264090317,69.88552966333182,107.96685230423499,184.30721906775608,69.220722923343,88.77225862539159
31,1008.5078583501626,95.71895392368083,65.69250383348769,30.026450090193133,247.49138745020224,86.90607308812345,334.3974605383257,99.32542490925569,76.3066332839876,92.10457084075263
32,1407.2693099021246,133.56598574560812,101.041915197625,32.52407054798311,349.80379928729883,94.13497911594528,443.9387784032441,91.27232404833612,76.30663328398762,87.62809397357718
32c,822.7079661939836,78.08441476856082,45.603288439237545,32.481126329323274,157.87709016440724,94.010684922181,251.8877750865882,91.27232404833605,76.30663328398761,85.04697813566989
33,822.7079661939836,78.08441476856082,45.603288439237545,32.481126329323274,157.87709016440726,94.010684922181,251.88777508658825,91.27232404833606,76.30663328398761,85.0469781356699
34,722.3964900687191,68.56370604849371,38.511389027454804,30.052317021038906,133.32516680118653,86.98094019282267,220.3061069940092,91.27232404833487,76.30663328398762,84.71267741880618
41,59.03443267864294,59.03443267864294,58.93558268957684,0.09884998906610508,0.0,0.0,0.0,0.0,0.0,0.0
42,59.05417364395452,59.05417364395452,58.937793087585014,0.11638055636950606,0.3427251832727166,2.7181380320264856,3.0608632152992024,1.6152868102221256,6487.667405819466,14.397623902990585
43,619.8823227713206,619.8823227713206,619.7834727822544,0.09884998906610508,208.33691821719435,2.3087010676672097,260.44476058463357,93.37352271052659,6487.667405819466,116.70887226728321
