Component,E_F [kW],E_P [kW],E_D [kW],E_L [kW],epsilon [%],y [%],y* [%],C_F [EUR/h],C_P [EUR/h],C_D [EUR/h],Z [EUR/h],C_D+Z [EUR/h],f [%],r [%],c_F [EUR/GJ],c_P [EUR/GJ]
COMP1,218.9,183.2,35.78,0,83.66,7.443,15.69,43.98,55.27,7.188,4.875,12.06,40.41,25.65,55.8,83.81
COMP2,196.1,165.7,30.38,0,84.5,6.319,13.32,39.38,51.3,6.103,6.475,12.58,51.48,30.25,55.8,86.01
IHX,146.9,122,24.99,0,82.99,5.198,10.96,47.61,56.4,8.097,4.316,12.41,34.77,42.74,90,128.5
MOT1,230.5,218.9,11.52,0,95,2.397,5.052,41.92,43.98,2.096,0,2.096,0,4.923,50.52,55.8
MOT2,206.4,196.1,10.32,0,95,2.146,4.524,37.54,39.38,1.877,0,1.877,0,4.923,50.52,55.8
SNK_HX,253.6,241.9,11.74,0,95.37,2.441,5.146,95.41,101.1,4.415,3.607,8.022,44.96,11.13,104.5,116.1
SRC_HX,33.12,8.98,24.14,0,27.11,5.021,10.58,-6.011e-14,6.712,-4.381e-14,2.389,2.389,100,inf,-5.041e-13,207.6
VAL1,45.2,,45.2,0,,9.402,19.82,14.37,,14.37,0,14.37,0,inf,88.29,
VAL2,34.02,,34.02,0,,7.076,14.91,12.29,,12.29,0,12.29,0,inf,100.4,
TOT,480.7,241.9,228.1,10.78,50.31,47.44,100,79.46,101.1,37.7,21.66,59.36,36.49,152.9,45.91,116.1
