Component,E_F [kW],E_P [kW],E_D [kW],E_L [kW],epsilon [%],y [%],y* [%],C_F [EUR/h],C_P [EUR/h],C_D [EUR/h],Z [EUR/h],C_D+Z [EUR/h],f [%],r [%],c_F [EUR/GJ],c_P [EUR/GJ]
COMP1,174.9,145.7,29.23,0,83.28,5.774,11.06,34.96,43.87,5.844,4.213,10.06,41.89,25.48,55.53,83.66
COMP2,295.7,249.9,45.8,0,84.51,9.046,17.32,59.11,74.18,9.156,7.718,16.87,45.74,25.5,55.53,82.47
IHX,105,80.01,25.01,0,76.18,4.94,9.459,54.46,62.59,12.97,4.111,17.08,24.06,50.85,144.1,217.3
MOT1,184.1,174.9,9.204,0,95,1.818,3.481,33.48,34.96,1.674,0,1.674,0,4.415,50.52,55.53
MOT2,311.2,295.7,15.56,0,95,3.074,5.885,56.61,59.11,2.83,0,2.83,0,4.415,50.52,55.53
SNK_HX,253.6,241.9,11.76,0,95.36,2.323,4.448,106.6,112.1,4.94,3.663,8.604,42.58,10.33,116.7,128.7
SRC_HX,22.15,8.203e-07,22.15,0,3.703e-06,4.376,8.378,20.41,26.27,20.41,2.306,22.71,10.15,inf,255.9,8.896e+09
VAL1,40.63,11.18,29.46,0,27.51,5.818,11.14,15.68,20.41,11.37,0,11.37,0,373.2,107.2,507.2
VAL2,76.24,,76.24,0,,15.06,28.83,30.22,,30.22,0,30.22,0,inf,110.1,
TOT,506.3,241.9,264.4,0,47.77,52.23,100,90.09,112.1,47.05,22.01,69.06,31.87,160.5,49.43,128.7
