Component,E_F [kW],E_P [kW],E_D [kW],E_L [kW],epsilon [%],y [%],y* [%],C_F [EUR/h],C_P [EUR/h],C_D [EUR/h],Z [EUR/h],C_D+Z [EUR/h],f [%],r [%],c_F [EUR/GJ],c_P [EUR/GJ]
COMP1,178.4,148.1,30.27,0,83.03,6.255,12.5,35.3,43.95,5.99,4.946,10.94,45.23,24.51,54.97,82.43
COMP2,270.6,228.7,41.96,0,84.5,8.67,17.33,53.55,67.34,8.303,8.653,16.96,51.03,25.74,54.97,81.81
IHX,106.7,82.33,24.37,0,77.16,5.036,10.07,52.77,59.88,12.05,4.127,16.18,25.5,47.06,137.4,202
MOT1,187.7,178.4,9.387,0,95,1.94,3.878,34.15,35.3,1.707,0,1.707,0,3.364,50.52,54.97
MOT2,284.9,270.6,14.24,0,95,2.943,5.884,51.81,53.55,2.591,0,2.591,0,3.364,50.52,54.97
SNK_HX,253.6,241.9,11.72,0,95.38,2.422,4.842,104.6,109.6,4.835,3.553,8.388,42.36,9.843,114.6,125.9
SRC_HX,22.87,8.898e-07,22.87,0,3.89e-06,4.726,9.448,19.24,24.41,19.24,2.373,21.61,10.98,inf,233.7,7.621e+09
VAL1,41.39,11.53,29.86,0,27.87,6.17,12.33,15.59,19.24,11.24,0,11.24,0,343,104.6,463.4
VAL2,57.39,,57.39,0,,11.86,23.71,22.6,,22.6,0,22.6,0,inf,109.4,
TOT,483.9,241.9,242.1,0,49.98,50.02,100,85.96,109.6,43,23.65,66.65,35.49,155.1,49.34,125.9
