Connection,Kind,Energy Flow [kW],Exergy Flow [kW],C^TOT [EUR/h],c^TOT [EUR/GJ_ex]
e1,power,441.7,441.7,80.33,50.52
e2,power,234.1,234.1,42.57,50.52
e3,power,222.4,222.4,44.84,56.02
e4,power,207.6,207.6,37.76,50.52
e5,power,197.2,197.2,39.77,56.02
