Component,E_F [kW],E_P [kW],E_D [kW],E_L [kW],epsilon [%],y [%],y* [%],C_F [EUR/h],C_P [EUR/h],C_D [EUR/h],Z [EUR/h],C_D+Z [EUR/h],f [%],r [%],c_F [EUR/GJ],c_P [EUR/GJ]
COMP1,222.4,187,35.33,0,84.11,6.607,15.15,44.84,56.01,7.126,4.316,11.44,37.72,24.9,56.02,83.18
COMP2,197.2,167.5,29.76,0,84.91,5.565,12.76,39.77,51.3,6.001,5.762,11.76,48.98,28.99,56.02,85.1
IHX,166.7,143.1,23.68,0,85.8,4.428,10.15,47.53,56.79,6.75,4.669,11.42,40.89,39.26,79.18,110.3
MOT1,234.1,222.4,11.7,0,95,2.188,5.017,42.57,44.84,2.129,0,2.129,0,5.327,50.52,56.02
MOT2,207.6,197.2,10.38,0,95,1.941,4.45,37.76,39.77,1.888,0,1.888,0,5.327,50.52,56.02
SNK_HX,272.9,261.9,11.02,0,95.96,2.06,4.723,95.34,101.1,3.849,3.605,7.454,48.36,10.48,97.05,107.2
SRC_HX,53.47,31.8,21.67,0,59.47,4.052,9.289,-5.816e-14,6.601,-2.357e-14,2.402,2.402,100,inf,-3.021e-13,57.66
VAL1,52.09,,52.09,0,,9.74,22.33,15.08,,15.08,0,15.08,0,inf,80.42,
VAL2,37.63,,37.63,0,,7.036,16.13,12.74,,12.74,0,12.74,0,inf,94.04,
TOT,534.8,261.9,233.3,39.65,48.97,43.62,100,80.33,101.1,35.04,20.75,55.79,37.2,157,41.73,107.2
