Component,E_F [kW],E_P [kW],E_D [kW],E_L [kW],epsilon [%],y [%],y* [%],C_F [EUR/h],C_P [EUR/h],C_D [EUR/h],Z [EUR/h],C_D+Z [EUR/h],f [%],r [%],c_F [EUR/GJ],c_P [EUR/GJ]
COMP1,202.2,175.4,26.84,0,86.73,4.561,9.029,41.84,51.44,5.554,4.829,10.38,46.51,22.94,57.48,81.48
COMP2,354.3,302.1,52.17,0,85.27,8.864,17.55,71.14,89.32,10.48,8.911,19.39,45.97,25.56,55.78,82.13
IHX,130,90.04,39.92,0,69.28,6.783,13.43,38.12,47.22,11.71,2.007,13.72,14.63,78.8,81.48,145.7
MOT1,212.6,202,10.63,0,95,1.807,3.577,38.68,41.72,1.934,1.152,3.086,37.33,7.864,50.52,57.37
MOT2,372.9,354.3,18.65,0,95,3.168,6.272,67.83,71.14,3.391,0,3.391,0,4.886,50.52,55.78
SNK_HX,290.4,280.1,10.31,0,96.45,1.752,3.469,101.8,107.1,3.615,3.496,7.111,49.16,9.109,97.38,106.3
SRC_HX,26.58,8.225,18.36,0,30.94,3.119,6.175,16.51,21.77,11.4,1.994,13.4,14.88,326.1,172.5,735.2
VAL1,45.41,26.78,18.63,0,58.97,3.166,6.268,13.32,16.63,5.466,0,5.466,0,111.7,81.48,172.5
VAL2,101.8,,101.8,0,,17.29,34.23,34.75,,34.75,0,34.75,0,inf,94.86,
TOT,588.5,280.1,297.3,11.21,47.59,50.51,100,106.5,128.9,53.8,22.39,76.18,29.39,154.3,50.27,127.8
