Connection,m [kg/s],T [°C],p [bar],h [kJ/kg],s [J/kgK],E [kW],e^PH [kJ/kg],e^T [kJ/kg],e^M [kJ/kg]
11,31.148448944031983,49.999999999986414,3.0000000000000004,209.58982042628517,703.6753587915412,193.37482221496046,6.208168585293585,6.009145822551058,0.199022762742527
12,31.148448944031983,50.001444812139084,3.1500000000000004,209.60879576053193,703.6871027345742,193.8586385303803,6.223701182640218,6.009652900218527,0.21404828242169036
13,31.148448944031983,40.000000000008015,3.0000000000000004,167.79233926520203,572.2880530725018,91.16765063387723,2.926876095746812,2.7278533330042847,0.199022762742527
21,1.5384160137631278,39.54615016476271,13.32491703176891,1650.402002185242,5750.313019219518,537.599594844382,349.4500772449428,55.75272823704733,293.69734900789547
22,1.5384160137631278,187.13046815889766,57.061131706794335,1955.011330387745,5927.310511499957,926.3919564058599,602.1725905854344,301.3373722864324,300.83521829900195
22c,1.5384160137631278,90.10504566398185,56.76113170679434,803.7404044688845,2895.5226297635654,522.5542015322246,339.6702821975975,38.883875116139244,300.78640708145826
23,1.5384160137631278,90.10504566398185,56.76113170679434,803.7404044688845,2895.5226297635654,522.5542015322246,339.6702821975975,38.883875116139244,300.78640708145826
24,1.5384160137631278,35.000000000008015,13.499917031768911,803.7404044688845,2997.6237586064995,476.5079550213477,309.7393362772915,16.013337355946483,293.72599892134497
31,10.483927346325501,89.47143879192583,11.133022602938839,714.3367458103428,2514.18252192799,1054.779013568513,100.60914948425325,70.38623669756542,30.222912786687843
32,10.483927346325501,128.94294863053005,24.505543662122523,755.3871761288466,2540.830893723329,1403.2486146405747,133.84760961095344,101.32353906297033,32.52407054798311
32c,10.483927346325501,125.21266209501391,24.255543662122523,545.3987543395955,2014.7342641928544,818.6313313139391,78.08441476856096,45.60328843923769,32.481126329323274
33,10.483927346325501,125.21266209501391,24.255543662122523,545.3987543395955,2014.7342641928544,818.6313313139391,78.08441476856096,45.60328843923769,32.481126329323274
34,10.483927346325501,85.10504566398112,11.283022602938837,545.3987543395955,2041.2990553058041,736.9880771933855,70.29694625379977,40.048174698014456,30.248771555785325
41,1.0,120.21009132796223,2.0,504.7041850380444,1530.1740813513566,59.03443267864294,59.03443267864294,58.93558268957684,0.09884998906610508
42,1.0,120.21266209501312,2.1750000000000003,504.72738373191606,1530.1858764342837,59.05417364395452,59.05417364395452,58.937793087585014,0.11638055636950606
43,1.0,120.21009132796223,2.0,2706.230741339982,7126.894757487327,619.8823227713206,619.8823227713206,619.7834727822544,0.09884998906610508
