Connection,E [kW],e^PH [kJ/kg],e^T [kJ/kg],e^M [kJ/kg],C^T [EUR/h],C^M [EUR/h],C^TOT [EUR/h],c^T [EUR/GJ_ex],c^M [EUR/GJ_ex],c^TOT [EUR/GJ_ex]
11,193.37482221496046,6.208168585293585,6.009145822551058,0.199022762742527,0.0,1.1709383462843448e-15,1.1709383462843448e-15,0.0,5.24677392665467e-14,1.6820217235110532e-15
12,193.8586385303803,6.223701182640218,6.009652900218527,0.21404828242169036,0.10503783227085685,3.112438423323397,3.2174762555942538,0.15586816940899667,129.6731600489306,4.610284128203425
13,91.16765063387723,2.926876095746812,2.7278533330042847,0.199022762742527,0.04767792842758308,2.8939549846771,2.9416329131046832,0.15586816940879764,129.6731600489317,8.962831091498522
21,537.599594844382,349.4500772449428,55.75272823704733,293.69734900789547,16.91131150859095,119.9277353493874,136.83904685797836,54.76900768956727,73.72984375937357,70.70475259647725
22,926.3919564058599,602.1725905854344,301.3373722864324,300.83521829900195,117.1928097819286,122.84239733797436,240.03520711990296,70.22175469451027,73.72984375937303,71.97433652261091
22c,522.5542015322246,339.6702821975975,38.883875116139244,300.78640708145826,15.122288169880404,122.82246587179287,137.94475404167326,70.22175469451012,73.72984375937368,73.32825402885055
23,522.5542015322246,339.6702821975975,38.883875116139244,300.78640708145826,15.122288169880404,122.82246587179279,137.9447540416732,70.22175469451012,73.72984375937362,73.32825402885051
24,476.5079550213477,309.7393362772915,16.013337355946483,293.72599892134497,6.227730681030369,119.93943419259988,126.16716487363023,70.22175469451018,73.72984375937358,73.54847766507784
31,1054.779013568513,100.60914948425325,70.38623669756542,30.222912786687843,251.05564825084923,91.4984025015644,342.5540507524136,94.50520914251209,80.21409542928136,90.21216933854066
32,1403.2486146405747,133.84760961095344,101.32353906297033,32.52407054798311,344.7168305505662,98.46504600640007,443.1818765569663,90.14167713234582,80.21409542928137,87.72934142743601
32c,818.6313313139391,78.08441476856096,45.60328843923769,32.481126329323274,155.14875614132995,98.33503446741359,253.48379060874356,90.14167713234588,80.2140954292814,86.01205617792533
33,818.6313313139391,78.08441476856096,45.60328843923769,32.481126329323274,155.14875614132995,98.33503446741359,253.48379060874356,90.14167713234588,80.2140954292814,86.01205617792533
34,736.9880771933855,70.29694625379977,40.048174698014456,30.248771555785325,136.249483376763,91.5766886707294,227.82617204749238,90.14167713234613,80.21409542928139,85.86983934933336
41,59.03443267864294,59.03443267864294,58.93558268957684,0.09884998906610508,0.0,0.0,0.0,0.0,0.0,0.0
42,59.05417364395452,59.05417364395452,58.937793087585014,0.11638055636950606,0.34274623059356374,2.7183049573826032,3.061051187976167,1.615386007659064,6488.065824214457,14.398508084908105
43,619.8823227713206,619.8823227713206,619.7834727822544,0.09884998906610508,206.94085379638366,2.3088428488215693,209.24969664520523,92.7478273032151,6488.065824214458,93.76766137630604
