Component,E_F [kW],E_P [kW],E_D [kW],E_L [kW],epsilon [%],y [%],y* [%],C_F [EUR/h],C_P [EUR/h],C_D [EUR/h],Z [EUR/h],C_D+Z [EUR/h],f [%],r [%],c_F [EUR/GJ],c_P [EUR/GJ]
COMP1,171.5,144.5,27,0,84.26,4.904,9.982,35.51,46.86,5.589,3.355,8.944,37.51,31.95,57.51,90.06
COMP2,286.6,244.7,41.86,0,85.39,7.604,15.48,59.33,77.57,8.667,5.848,14.52,40.29,30.74,57.51,88.06
IHX,155.4,135,20.32,0,86.92,3.692,7.514,42.91,55.31,5.612,6.388,12,53.23,48.31,76.71,113.8
MOT1,180.5,171.5,9.027,0,95,1.64,3.338,32.84,35.51,1.642,0,1.642,0,8.138,50.52,57.51
MOT2,301.7,286.6,15.08,0,95,2.74,5.577,54.87,59.33,2.743,0,2.743,0,8.138,50.52,57.51
SNK_HX,290.9,280.1,10.85,0,96.27,1.97,4.011,102.4,109.7,3.819,4.014,7.834,51.25,11.2,97.81,108.8
SRC_HX,68.32,50.36,17.96,0,73.71,3.262,6.641,7.494e-14,7.666,1.97e-14,2.349,2.349,100,inf,3.047e-13,42.29
VAL1,39.51,,39.51,0,,7.177,14.61,11.62,,11.62,0,11.62,0,inf,81.69,
VAL2,88.84,,88.84,0,,16.14,32.85,30.45,,30.45,0,30.45,0,inf,95.2,
TOT,550.5,280.1,270.4,0,50.87,49.13,100,87.7,109.7,43.09,21.96,65.04,33.76,145.8,44.25,108.8
