Component,E_F [kW],E_P [kW],E_D [kW],E_L [kW],epsilon [%],y [%],y* [%],C_F [EUR/h],C_P [EUR/h],C_D [EUR/h],Z [EUR/h],C_D+Z [EUR/h],f [%],r [%],c_F [EUR/GJ],c_P [EUR/GJ]
COMP1,268.8,225.1,43.64,0,83.76,8.464,15.94,52.19,60.43,8.474,5.985,14.46,41.39,15.8,53.94,74.57
COMP2,190.6,161,29.53,0,84.51,5.727,10.79,37.01,44.87,5.734,6.341,12.07,52.51,21.27,53.94,77.4
IHX,150.7,125.1,25.61,0,83,4.968,9.358,67.46,72.94,11.47,4.159,15.62,26.62,30.27,124.4,162
MOT1,282.9,268.8,14.15,0,95,2.744,5.168,51.46,52.19,2.573,0,2.573,0,1.423,50.52,53.94
MOT2,200.6,190.6,10.03,0,95,1.945,3.665,36.49,37.01,1.824,0,1.824,0,1.423,50.52,53.94
SNK_HX,253.6,241.9,11.74,0,95.37,2.277,4.289,105.3,109.6,4.875,3.611,8.487,42.55,9.053,115.4,125.8
SRC_HX,43.37,1.077e-06,43.37,0,2.482e-06,8.412,15.85,30.41,34.17,30.41,1.514,31.93,4.743,inf,194.8,8.817e+09
VAL1,74.43,11.31,63.12,0,15.19,12.24,23.06,27.14,30.41,23.02,0,23.02,0,637.5,101.3,747.1
VAL2,32.51,,32.51,0,,6.305,11.88,12.49,,12.49,0,12.49,0,inf,106.7,
TOT,515.6,241.9,273.7,0,46.91,53.09,100,87.94,109.6,46.68,21.61,68.29,31.64,165.5,47.38,125.8
