Component,E_F [kW],E_P [kW],E_D [kW],E_L [kW],epsilon [%],y [%],y* [%],C_F [EUR/h],C_P [EUR/h],C_D [EUR/h],Z [EUR/h],C_D+Z [EUR/h],f [%],r [%],c_F [EUR/GJ],c_P [EUR/GJ]
COMP1,222.6,185.3,37.32,0,83.23,6.903,13.09,44.46,54.87,7.455,6.188,13.64,45.36,23.39,55.49,82.27
COMP2,289,244.3,44.77,0,84.51,8.281,15.71,57.05,69.65,8.837,7.542,16.38,46.05,22.08,54.83,79.21
IHX,107.3,82.98,24.29,0,77.35,4.494,8.524,31.77,38.91,7.194,4.397,11.59,37.93,58.33,82.27,130.3
MOT1,233.4,221.7,11.67,0,95,2.159,4.095,42.46,43.77,2.123,0,2.123,0,3.104,50.52,54.83
MOT2,304.2,289,15.21,0,95,2.814,5.338,55.34,57.05,2.767,0,2.767,0,3.104,50.52,54.83
SNK_HX,253.6,241.9,11.76,0,95.36,2.176,4.128,84.69,89.69,3.928,3.667,7.595,48.28,11.05,92.75,103
SRC_HX,33.07,10.78,22.29,0,32.6,4.124,7.822,27.38,32.1,18.46,2.198,20.65,10.64,259.6,230,827
VAL1,77.99,33.91,44.08,0,43.48,8.155,15.47,23.1,28.07,13.06,0,13.06,0,179.6,82.27,230
VAL2,73.59,,73.59,0,,13.61,25.82,23.87,,23.87,0,23.87,0,inf,90.09,
TOT,540.6,241.9,285,13.72,44.74,52.72,100,97.79,121.8,51.55,23.99,75.55,31.76,178.3,50.25,139.9
