Connection,Kind,Energy Flow [kW],Exergy Flow [kW],C^TOT [EUR/h],c^TOT [EUR/GJ_ex]
e1,power,537.6,537.6,97.79,50.52
e2,power,233.4,233.4,42.46,50.52
e3,power,221.7,221.7,43.77,54.83
e4,power,304.2,304.2,55.34,50.52
e5,power,289,289,57.05,54.83
