Component,E_F [kW],E_P [kW],E_D [kW],E_L [kW],epsilon [%],y [%],y* [%],C_F [EUR/h],C_P [EUR/h],C_D [EUR/h],Z [EUR/h],C_D+Z [EUR/h],f [%],r [%],c_F [EUR/GJ],c_P [EUR/GJ]
COMP1,245.9,214.3,31.59,0,87.15,5.868,12.23,49.84,57.86,6.403,4.466,10.87,41.09,16.08,56.3,74.99
COMP2,255.6,218,37.61,0,85.29,6.986,14.56,50.45,60.98,7.423,6.309,13.73,45.95,20.88,54.83,77.71
IHX,178.3,133.9,44.35,0,75.12,8.238,17.17,65.17,72.31,16.21,2.15,18.36,11.71,47.69,101.6,150
MOT1,258.8,245.9,12.94,0,95,2.404,5.011,47.08,49.84,2.354,1.309,3.663,35.73,5.869,50.52,56.3
MOT2,269.1,255.6,13.45,0,95,2.499,5.209,48.94,50.45,2.447,0,2.447,0,3.089,50.52,54.83
SNK_HX,290.4,280.1,10.34,0,96.44,1.921,4.005,111.2,115.9,3.96,3.595,7.555,47.58,8.13,106.3,115
SRC_HX,19.83,0.000634,19.83,0,0.003197,3.683,7.677,14.54,18.86,14.54,2.095,16.63,12.6,4.057e+06,203.7,8.265e+06
VAL1,36.03,9.39,26.64,0,26.06,4.949,10.32,11.55,14.54,8.537,0,8.537,0,383.2,89.01,430.1
VAL2,61.52,,61.52,0,,11.43,23.82,22.11,,22.11,0,22.11,0,inf,99.83,
TOT,538.3,280.1,258.3,0,52.02,47.98,100,96.02,115.9,46.07,19.92,65.99,30.19,132.1,49.54,115
