Component,E_F [kW],E_P [kW],E_D [kW],E_L [kW],epsilon [%],y [%],y* [%],C_F [EUR/h],C_P [EUR/h],C_D [EUR/h],Z [EUR/h],C_D+Z [EUR/h],f [%],r [%],c_F [EUR/GJ],c_P [EUR/GJ]
COMP1,256.2,223.3,32.96,0,87.14,6.163,12.69,51.66,60.05,6.645,5.55,12.2,45.51,16.23,56.01,74.71
COMP2,249.3,211.6,37.65,0,84.9,7.04,14.5,48.86,59.07,7.379,6.974,14.35,48.59,20.91,54.44,77.53
IHX,164.9,115.5,49.36,0,70.06,9.23,19.01,44.34,50.63,13.28,2.032,15.31,13.27,62.95,74.71,121.7
MOT1,269.4,255.9,13.47,0,95,2.519,5.188,49,51.5,2.45,1.343,3.793,35.41,5.107,50.52,55.9
MOT2,262.4,249.3,13.12,0,95,2.453,5.054,47.73,48.86,2.387,0,2.387,0,2.366,50.52,54.44
SNK_HX,272.9,261.9,10.99,0,95.97,2.056,4.235,92.03,96.53,3.708,3.557,7.265,48.96,9.297,93.68,102.4
SRC_HX,32.11,10.32,21.79,0,32.15,4.074,8.391,17.78,21.76,12.07,2.107,14.17,14.87,280.7,153.8,585.7
VAL1,58.38,32.39,25.99,0,55.48,4.86,10.01,15.7,17.94,6.99,0,6.99,0,105.9,74.71,153.8
VAL2,54.3,,54.3,0,,10.15,20.91,17.67,,17.67,0,17.67,0,inf,90.42,
TOT,534.8,261.9,259.6,13.31,48.97,48.55,100,96.73,118.3,46.96,21.56,68.52,31.47,149.8,50.24,125.5
