Component,E_F [kW],E_P [kW],E_D [kW],E_L [kW],epsilon [%],y [%],y* [%],C_F [EUR/h],C_P [EUR/h],C_D [EUR/h],Z [EUR/h],C_D+Z [EUR/h],f [%],r [%],c_F [EUR/GJ],c_P [EUR/GJ]
COMP1,473.14129506674584,394.7018626320064,78.43943243473943,0.0,83.42156280743282,6.778813706701616,13.154834804188672,91.90111481431687,114.11850785210014,15.235768598760577,7.401165814280177,22.636934413040755,32.69508882800178,24.17532483982676,53.95446923486168,80.31273352268629
COMP2,630.5516584642104,511.1161680941841,119.43549037002627,0.0,81.05857168611263,10.321733776701725,20.030156986183474,117.04147034547927,157.65758642163453,22.169326203008687,18.056246518900394,40.22557272190908,44.887481512639745,34.70232897473512,51.56043775952774,85.68262312911153
IHX,345.28131596057233,253.73104382299212,91.55027213758021,0.0,73.4853095416161,7.911865503805431,15.353613212976397,126.37651701883557,146.40076203600455,33.50834229963109,2.7315442382276776,36.239886537858766,7.537397324282767,57.64363031647905,101.66952695695892,160.2755332205413
MOT1,480.34649245354905,473.14129506674584,7.205197386803222,0.0,98.5,0.6226803189300076,1.2083613867786034,86.46236864163885,91.90111481431687,1.2969355296245804,4.077774549612192,5.374710079236772,75.86966533069725,6.290304392677504,50.000000000000014,53.95446923486168
MOT2,640.15396798397,630.5516584642104,9.602309519759613,0.0,98.49999999999999,0.8298411317890879,1.6103736545546765,115.22771423711458,117.04147034547927,1.72841571355673,0.0,1.72841571355673,0.0,1.5740623862696344,49.99999999999999,51.56043775952774
MOT3,0.5027340454563013,0.49519303477445675,0.007541010681844511,0.0,98.5,0.0006517016376297889,0.0012646795966916313,0.0904921281821342,0.09191653073438409,0.0013573819227320116,0.0,0.0013573819227320116,0.0,1.5740623862696497,49.999999999999986,51.56043775952773
MOT4,0.023551973473794195,0.023198693871687284,0.00035327960210691247,0.0,98.5,3.053077431498356e-05,5.9247430293079424e-05,0.004239355225282956,0.004306085321304491,6.359032837924425e-05,0.0,6.359032837924425e-05,0.0,1.574062386269653,50.00000000000001,51.56043775952774
SNK_HX,585.6211310458334,560.8456796946695,24.77545135116391,0.0,95.76937203291853,2.1411191284271416,4.155014379979519,236.82146294996986,256.7684236275205,10.01903504361293,15.267187948584215,25.286222992197146,60.377494706486544,13.212378720009136,112.33156766533484,127.17323980740223
SNK_PUMP,0.023198693871687284,0.019740965311575567,0.0034577285601117185,0.0,85.09515846350435,0.00029882033856938145,0.0005798849710423191,0.004306085321304491,4.172842139407916,0.0006418151935667342,4.167882932430404,4.16852474762397,99.98460330134942,96805.70037622453,51.56043775952774,58716.62293142883
SRC_HX,39.798727325777094,0.11816885384931794,39.680558471927775,0.0,0.2969161623738194,3.429233298989926,6.654703832418075,1.31405800774521,15.454952813736247,1.3101563571372468,6.645733859171078,7.955890216308325,83.53224690743428,396013.193277583,9.17155240353986,36329.729098788644
SRC_PUMP,0.49519303477445675,0.40097564434589733,0.09421739042855944,0.0,80.97360346122959,0.008142360517181858,0.015800907379086696,0.09191653073438409,4.322721747755269,0.017488403622204704,4.213008730972156,4.23049713459436,99.5866111460236,4602.877396718614,51.56043775952773,2994.5859754197713
VAL1,46.63183574093308,,46.63183574093308,0.0,,4.0299695889856615,7.820481060956233,2.3640554783048993,,2.3640554783048993,0.0,2.3640554783048993,0.0,inf,14.082269481200925,
VAL2,178.85223712385266,,178.85223712385266,0.0,,15.456588081487274,29.994755962587277,67.67434422896413,,67.67434422896413,0.0,67.67434422896413,0.0,inf,105.10592014273989,
TOT,1157.1262440387363,560.8478900926776,596.2783539460586,0.0,48.46903205091446,51.53096794908557,100.00000000000003,197.82254013295446,260.3830847251328,101.93986975197964,62.560544592178296,164.50041434415795,38.030630403941025,171.56428131438278,47.488945891238295,128.9630146133174
