Component,E_F [kW],E_P [kW],E_D [kW],E_L [kW],epsilon [%],y [%],y* [%],C_F [EUR/h],C_P [EUR/h],C_D [EUR/h],Z [EUR/h],C_D+Z [EUR/h],f [%],r [%],c_F [EUR/GJ],c_P [EUR/GJ]
COMP1,237.4,200.3,37.12,0,84.37,8.122,17.26,47.46,57.58,7.419,4.171,11.59,35.99,21.32,55.53,79.85
COMP2,121.1,102.4,18.63,0,84.61,4.077,8.661,24.2,31.41,3.724,4.229,7.953,53.17,29.82,55.53,85.19
IHX,197.1,171.5,25.56,0,87.03,5.594,11.88,48.57,58.08,6.301,5.418,11.72,46.23,37.42,68.47,94.08
MOT1,249.9,237.4,12.5,0,95,2.734,5.809,45.46,47.46,2.273,0,2.273,0,4.406,50.52,55.53
MOT2,127.4,121.1,6.371,0,95,1.394,2.962,23.18,24.2,1.159,0,1.159,0,4.406,50.52,55.53
SNK_HX,253.8,241.9,11.93,0,95.3,2.611,5.548,83.08,88.76,3.906,3.761,7.667,49.05,12.1,90.93,101.9
SRC_HX,79.63,55.76,23.87,0,70.02,5.225,11.1,-2.732e-14,6.372,-8.191e-15,2.545,2.545,100,inf,-9.53e-14,31.74
VAL1,59.01,,59.01,0,,12.91,27.43,15.38,,15.38,0,15.38,0,inf,72.4,
VAL2,20.1,,20.1,0,,4.399,9.346,6.414,,6.414,0,6.414,0,inf,88.64,
TOT,457,241.9,215.1,0,52.93,47.07,100,68.63,88.76,32.3,20.12,52.43,38.38,144.3,41.72,101.9
