Connection,m [kg/s],T [°C],p [bar],h [kJ/kg],s [J/kgK],E [kW],e^PH [kJ/kg],e^T [kJ/kg],e^M [kJ/kg]
11,30.112559163997815,45.00000000001279,3.0000000000000004,188.68861606204734,638.490203632361,132.9768340981465,4.4159924559693975,4.216969693226871,0.199022762742527
12,30.112559163997815,45.00139329538359,3.1500000000000004,188.70754966279952,638.5021059080418,133.44190597146417,4.431436904605756,4.217388622184066,0.21404828242169036
13,30.112559163997815,34.99999999999744,3.0000000000000004,146.89842088704975,505.02789455558496,52.70520489153871,1.750273186828716,1.551250424086189,0.199022762742527
21,1.4665657712571363,34.492500359876374,11.490360629794354,1647.4740736313324,5804.24966513969,485.008876861115,330.71062093953464,37.313658383195055,293.3969625563396
22,1.4665657712571363,192.1037386452495,54.265460143141176,1975.5758211475154,5993.358500473939,884.8892885078092,603.3751133774822,302.9948406794914,300.3802726979908
22c,1.4665657712571363,87.60504566398163,53.96546014314117,789.0196568370731,2856.4429168170595,493.3611617473877,336.4057524160542,36.07430982036417,300.33144259569
23,1.4665657712571363,87.60504566398163,53.96546014314117,789.0196568370731,2856.4429168170595,493.3611617473877,336.4057524160542,36.07430982036417,300.33144259569
24,1.4665657712571363,29.9999999999975,11.665360629794353,789.0196568370731,2966.373356704164,446.09945414953756,304.1796439631496,10.754023779968325,293.42562018318125
31,10.51021794933876,86.94594815796148,10.54971965347811,710.9674099697406,2511.012405946272,1031.7789852378576,98.16913314369194,68.04678720032686,30.122345943365072
32,10.51021794933876,128.78509439436056,24.505543662122513,754.8619042209513,2539.5242926257793,1405.2725567301031,133.7053678148049,101.18129726682179,32.52407054798311
32c,10.51021794933876,125.21266209501391,24.255543662122513,545.3987543395951,2014.7342641928537,820.6842176641404,78.08441476856082,45.603288439237545,32.481126329323274
33,10.51021794933876,125.21266209501391,24.255543662122513,545.3987543395951,2014.7342641928537,820.6842176641404,78.08441476856082,45.603288439237545,32.481126329323274
34,10.51021794933876,82.60504566398106,10.699719653478109,545.3987543395951,2044.1855397747795,729.9427644664936,69.45077333171928,39.30256444479618,30.148208886923094
41,1.0,120.21009132796223,2.0,504.7041850380444,1530.1740813513566,59.03443267864294,59.03443267864294,58.93558268957684,0.09884998906610508
42,1.0,120.21266209501312,2.1750000000000003,504.72738373191606,1530.1858764342837,59.05417364395452,59.05417364395452,58.937793087585014,0.11638055636950606
43,1.0,120.21009132796223,2.0,2706.230741339982,7126.894757487327,619.8823227713206,619.8823227713206,619.7834727822544,0.09884998906610508
