Component,E_F [kW],E_P [kW],E_D [kW],E_L [kW],epsilon [%],y [%],y* [%],C_F [EUR/h],C_P [EUR/h],C_D [EUR/h],Z [EUR/h],C_D+Z [EUR/h],f [%],r [%],c_F [EUR/GJ],c_P [EUR/GJ]
COMP1,177.1,152.9,24.27,0,86.3,4.176,9.411,32.57,40.41,4.463,2.944,7.407,39.75,24.07,51.07,73.43
COMP2,286.6,244.7,41.86,0,85.39,7.202,16.23,51,65.2,7.451,5.748,13.2,43.55,27.82,49.44,74.01
IHX,167,135,31.98,0,80.85,5.502,12.4,42.14,51.5,8.068,2.907,10.97,26.48,51.14,70.08,105.9
MOT1,186.5,177.1,9.323,0,95,1.604,3.614,29.65,32.57,1.482,1.039,2.522,41.22,9.849,44.17,51.07
MOT2,301.7,286.6,15.08,0,95,2.595,5.848,47.96,51,2.398,0,2.398,0,6.343,44.17,49.44
SNK_HX,290.9,280.1,10.85,0,96.27,1.866,4.205,90.19,96.32,3.363,3.946,7.309,53.99,10.94,86.12,95.54
SRC_HX,49.88,30.79,19.09,0,61.72,3.285,7.402,2.498e-14,5.979,9.561e-15,2.129,2.129,100,inf,1.391e-13,53.95
VAL1,16.63,,16.63,0,,2.86,6.446,4.245,,4.245,0,4.245,0,inf,70.92,
VAL2,88.84,,88.84,0,,15.29,34.45,26.51,,26.51,0,26.51,0,inf,82.87,
TOT,581.2,280.1,257.9,43.24,48.18,44.38,100,77.61,96.32,34.44,18.71,53.15,35.21,157.6,37.09,95.54
