Component,E_F [kW],E_P [kW],E_D [kW],E_L [kW],epsilon [%],y [%],y* [%],C_F [EUR/h],C_P [EUR/h],C_D [EUR/h],Z [EUR/h],C_D+Z [EUR/h],f [%],r [%],c_F [EUR/GJ],c_P [EUR/GJ]
COMP1,184.3,159,25.3,0,86.27,4.471,12.6,37.53,43.36,5.154,2.793,7.947,35.15,15.53,56.57,75.76
COMP2,201.4,171.9,29.59,0,85.31,5.227,14.73,39.84,48.62,5.851,5.233,11.08,47.21,22.04,54.94,78.59
IHX,194.5,161.6,32.97,0,83.05,5.825,16.42,43.95,49.43,7.449,1.531,8.979,17.05,35.43,62.76,84.99
MOT1,194,184.3,9.698,0,95,1.713,4.829,35.28,37.53,1.764,1.085,2.849,38.08,6.371,50.52,56.57
MOT2,212.1,201.4,10.6,0,95,1.873,5.28,38.57,39.84,1.928,0,1.928,0,3.296,50.52,54.94
SNK_HX,290.4,280.1,10.39,0,96.42,1.835,5.173,85.54,90.43,3.059,3.643,6.702,54.35,9.637,81.81,89.69
SRC_HX,74.87,53.4,21.47,0,71.32,3.793,10.69,6.245e-14,4.866,1.791e-14,2.292,2.292,100,inf,2.317e-13,25.31
VAL1,17.83,,17.83,0,,3.15,8.879,4.273,,4.273,0,4.273,0,inf,66.57,
VAL2,42.97,,42.97,0,,7.592,21.4,12.52,,12.52,0,12.52,0,inf,80.9,
TOT,566,280.1,200.8,85.13,49.48,35.48,100,73.85,90.43,26.2,16.58,42.78,38.75,147.5,36.24,89.69
