Component,E_F [kW],E_P [kW],E_D [kW],E_L [kW],epsilon [%],y [%],y* [%],C_F [EUR/h],C_P [EUR/h],C_D [EUR/h],Z [EUR/h],C_D+Z [EUR/h],f [%],r [%],c_F [EUR/GJ],c_P [EUR/GJ]
COMP1,264.3,222.6,41.73,0,84.21,7.18,13.07,52.07,61.44,8.222,4.961,13.18,37.63,17.99,54.73,76.68
COMP2,261,221.8,39.26,0,84.96,6.755,12.29,51.43,61.65,7.735,6.071,13.81,43.97,19.87,54.73,77.21
IHX,146.4,120.6,25.81,0,82.37,4.44,8.081,73.84,78.22,13.02,1.653,14.67,11.27,28.61,140.1,180.2
MOT1,278.2,264.3,13.91,0,95,2.393,4.355,50.6,52.07,2.53,0,2.53,0,2.903,50.52,54.73
MOT2,274.8,261,13.74,0,95,2.364,4.302,49.98,51.43,2.499,0,2.499,0,2.903,50.52,54.73
SNK_HX,273,261.9,11.16,0,95.91,1.921,3.495,113.5,118.4,4.639,3.773,8.412,44.85,8.813,115.4,125.6
SRC_HX,38.22,9.505e-07,38.22,0,2.487e-06,6.576,11.97,37.52,42.92,37.52,1.369,38.89,3.521,inf,272.6,1.254e+10
VAL1,76.2,9.963,66.24,0,13.08,11.4,20.74,30.52,37.52,26.53,0,26.53,0,840.1,111.3,1046
VAL2,69.31,,69.31,0,,11.92,21.7,26.41,,26.41,0,26.41,0,inf,105.9,
TOT,581.2,261.9,319.4,0,45.05,54.95,100,100.6,118.4,55.27,17.83,73.09,24.39,161.3,48.07,125.6
