f1,f2,pair,ls,T_src,T_steam,COP,eta_Lorenz,V_envelope,component,PEC [EUR],PEC [EUR/kW]
R1270,R600,R1270/R600,0.3,20.0,110.0,1.921,0.474,V_OUT,COMP1,198710.8,178.24
R1270,R600,R1270/R600,0.3,20.0,110.0,1.921,0.474,V_OUT,COMP2,428245.6,384.14
R1270,R600,R1270/R600,0.3,20.0,110.0,1.921,0.474,V_OUT,IHX,96590.3,86.64
R1270,R600,R1270/R600,0.3,20.0,110.0,1.921,0.474,V_OUT,MOT1,0.0,0.0
R1270,R600,R1270/R600,0.3,20.0,110.0,1.921,0.474,V_OUT,MOT2,0.0,0.0
R1270,R600,R1270/R600,0.3,20.0,110.0,1.921,0.474,V_OUT,SNK_HX,304790.2,273.4
R1270,R600,R1270/R600,0.3,20.0,110.0,1.921,0.474,V_OUT,SRC_HX,108852.6,97.64
R1270,R600,R1270/R600,0.3,30.0,110.0,2.088,0.462,OK,COMP1,180749.1,162.13
R1270,R600,R1270/R600,0.3,30.0,110.0,2.088,0.462,OK,COMP2,373346.3,334.89
R1270,R600,R1270/R600,0.3,30.0,110.0,2.088,0.462,OK,IHX,105583.6,94.71
R1270,R600,R1270/R600,0.3,30.0,110.0,2.088,0.462,OK,MOT1,0.0,0.0
R1270,R600,R1270/R600,0.3,30.0,110.0,2.088,0.462,OK,MOT2,0.0,0.0
R1270,R600,R1270/R600,0.3,30.0,110.0,2.088,0.462,OK,SNK_HX,304790.2,273.4
R1270,R600,R1270/R600,0.3,30.0,110.0,2.088,0.462,OK,SRC_HX,112786.9,101.17
R1270,R600,R1270/R600,0.3,40.0,110.0,2.277,0.447,OK,COMP1,166037.6,148.94
R1270,R600,R1270/R600,0.3,40.0,110.0,2.277,0.447,OK,COMP2,326874.0,293.21
R1270,R600,R1270/R600,0.3,40.0,110.0,2.277,0.447,OK,IHX,113999.3,102.26
R1270,R600,R1270/R600,0.3,40.0,110.0,2.277,0.447,OK,MOT1,0.0,0.0
R1270,R600,R1270/R600,0.3,40.0,110.0,2.277,0.447,OK,MOT2,0.0,0.0
R1270,R600,R1270/R600,0.3,40.0,110.0,2.277,0.447,OK,SNK_HX,298609.0,267.85
R1270,R600,R1270/R600,0.3,40.0,110.0,2.277,0.447,OK,SRC_HX,116251.9,104.28
R1270,R600,R1270/R600,0.3,50.0,110.0,2.49,0.426,OK,COMP1,154179.2,138.3
R1270,R600,R1270/R600,0.3,50.0,110.0,2.49,0.426,OK,COMP2,287256.5,257.67
R1270,R600,R1270/R600,0.3,50.0,110.0,2.49,0.426,OK,IHX,121728.2,109.19
R1270,R600,R1270/R600,0.3,50.0,110.0,2.49,0.426,OK,MOT1,0.0,0.0
R1270,R600,R1270/R600,0.3,50.0,110.0,2.49,0.426,OK,MOT2,0.0,0.0
R1270,R600,R1270/R600,0.3,50.0,110.0,2.49,0.426,OK,SNK_HX,287777.2,258.14
R1270,R600,R1270/R600,0.3,50.0,110.0,2.49,0.426,OK,SRC_HX,119294.2,107.01
R1270,R600,R1270/R600,0.4,20.0,110.0,1.943,0.479,OK,COMP1,218871.1,196.33
R1270,R600,R1270/R600,0.4,20.0,110.0,1.943,0.479,OK,COMP2,359284.9,322.28
R1270,R600,R1270/R600,0.4,20.0,110.0,1.943,0.479,OK,IHX,99743.7,89.47
R1270,R600,R1270/R600,0.4,20.0,110.0,1.943,0.479,OK,MOT1,0.0,0.0
R1270,R600,R1270/R600,0.4,20.0,110.0,1.943,0.479,OK,MOT2,0.0,0.0
R1270,R600,R1270/R600,0.4,20.0,110.0,1.943,0.479,OK,SNK_HX,304790.2,273.4
R1270,R600,R1270/R600,0.4,20.0,110.0,1.943,0.479,OK,SRC_HX,109323.7,98.06
R1270,R600,R1270/R600,0.4,30.0,110.0,2.093,0.464,OK,COMP1,197063.0,176.77
R1270,R600,R1270/R600,0.4,30.0,110.0,2.093,0.464,OK,COMP2,320826.5,287.78
R1270,R600,R1270/R600,0.4,30.0,110.0,2.093,0.464,OK,IHX,107796.1,96.69
R1270,R600,R1270/R600,0.4,30.0,110.0,2.093,0.464,OK,MOT1,0.0,0.0
R1270,R600,R1270/R600,0.4,30.0,110.0,2.093,0.464,OK,MOT2,0.0,0.0
R1270,R600,R1270/R600,0.4,30.0,110.0,2.093,0.464,OK,SNK_HX,297070.4,266.47
R1270,R600,R1270/R600,0.4,30.0,110.0,2.093,0.464,OK,SRC_HX,112880.3,101.25
R1270,R600,R1270/R600,0.4,40.0,110.0,2.262,0.444,OK,COMP1,179513.4,161.02
R1270,R600,R1270/R600,0.4,40.0,110.0,2.262,0.444,OK,COMP2,287256.5,257.67
R1270,R600,R1270/R600,0.4,40.0,110.0,2.262,0.444,OK,IHX,115340.8,103.46
R1270,R600,R1270/R600,0.4,40.0,110.0,2.262,0.444,OK,MOT1,0.0,0.0
R1270,R600,R1270/R600,0.4,40.0,110.0,2.262,0.444,OK,MOT2,0.0,0.0
R1270,R600,R1270/R600,0.4,40.0,110.0,2.262,0.444,OK,SNK_HX,287777.2,258.14
R1270,R600,R1270/R600,0.4,40.0,110.0,2.262,0.444,OK,SRC_HX,116036.8,104.09
R1270,R600,R1270/R600,0.5,20.0,110.0,1.92,0.473,OK,COMP1,240409.5,215.65
R1270,R600,R1270/R600,0.5,20.0,110.0,1.92,0.473,OK,COMP2,303481.5,272.22
R1270,R600,R1270/R600,0.5,20.0,110.0,1.92,0.473,OK,IHX,102610.1,92.04
R1270,R600,R1270/R600,0.5,20.0,110.0,1.92,0.473,OK,MOT1,0.0,0.0
R1270,R600,R1270/R600,0.5,20.0,110.0,1.92,0.473,OK,MOT2,0.0,0.0
R1270,R600,R1270/R600,0.5,20.0,110.0,1.92,0.473,OK,SNK_HX,292426.8,262.31
R1270,R600,R1270/R600,0.5,20.0,110.0,1.92,0.473,OK,SRC_HX,108839.5,97.63
R1270,R600,R1270/R600,0.5,30.0,110.0,2.052,0.454,OK,COMP1,214870.7,192.74
R1270,R600,R1270/R600,0.5,30.0,110.0,2.052,0.454,OK,COMP2,277017.5,248.49
