f1,f2,pair,ls,T_src,T_steam,COP,eta_Lorenz,V_envelope,full_load_hours [h/a],c_P [EUR/GJ],Z_sum [EUR/h]
R1270,R600,R1270/R600,0.3,20.0,110.0,1.962,0.484,V_OUT,5000,134.248,36.209
R1270,R600,R1270/R600,0.3,20.0,110.0,1.962,0.484,V_OUT,5500,130.757,32.917
R1270,R600,R1270/R600,0.3,20.0,110.0,1.962,0.484,V_OUT,6000,127.847,30.174
R1270,R600,R1270/R600,0.3,20.0,110.0,1.962,0.484,V_OUT,6500,125.385,27.853
R1270,R600,R1270/R600,0.3,20.0,110.0,1.962,0.484,V_OUT,7000,123.274,25.863
R1270,R600,R1270/R600,0.3,20.0,110.0,1.962,0.484,V_OUT,7500,121.445,24.139
R1270,R600,R1270/R600,0.3,30.0,110.0,2.131,0.472,OK,5000,123.604,33.349
R1270,R600,R1270/R600,0.3,30.0,110.0,2.131,0.472,OK,5500,120.388,30.318
R1270,R600,R1270/R600,0.3,30.0,110.0,2.131,0.472,OK,6000,117.708,27.791
R1270,R600,R1270/R600,0.3,30.0,110.0,2.131,0.472,OK,6500,115.44,25.653
R1270,R600,R1270/R600,0.3,30.0,110.0,2.131,0.472,OK,7000,113.497,23.821
R1270,R600,R1270/R600,0.3,30.0,110.0,2.131,0.472,OK,7500,111.812,22.233
R1270,R600,R1270/R600,0.3,40.0,110.0,2.324,0.456,OK,5000,114.072,31.252
R1270,R600,R1270/R600,0.3,40.0,110.0,2.324,0.456,OK,5500,111.058,28.411
R1270,R600,R1270/R600,0.3,40.0,110.0,2.324,0.456,OK,6000,108.547,26.043
R1270,R600,R1270/R600,0.3,40.0,110.0,2.324,0.456,OK,6500,106.422,24.04
R1270,R600,R1270/R600,0.3,40.0,110.0,2.324,0.456,OK,7000,104.6,22.323
R1270,R600,R1270/R600,0.3,40.0,110.0,2.324,0.456,OK,7500,103.022,20.835
R1270,R600,R1270/R600,0.3,50.0,110.0,2.54,0.435,OK,5000,105.545,29.709
R1270,R600,R1270/R600,0.3,50.0,110.0,2.54,0.435,OK,5500,102.68,27.008
R1270,R600,R1270/R600,0.3,50.0,110.0,2.54,0.435,OK,6000,100.293,24.757
R1270,R600,R1270/R600,0.3,50.0,110.0,2.54,0.435,OK,6500,98.273,22.853
R1270,R600,R1270/R600,0.3,50.0,110.0,2.54,0.435,OK,7000,96.541,21.221
R1270,R600,R1270/R600,0.3,50.0,110.0,2.54,0.435,OK,7500,95.04,19.806
R1270,R600,R1270/R600,0.4,20.0,110.0,1.98,0.489,OK,5000,130.948,33.918
R1270,R600,R1270/R600,0.4,20.0,110.0,1.98,0.489,OK,5500,127.677,30.834
R1270,R600,R1270/R600,0.4,20.0,110.0,1.98,0.489,OK,6000,124.952,28.265
R1270,R600,R1270/R600,0.4,20.0,110.0,1.98,0.489,OK,6500,122.645,26.09
R1270,R600,R1270/R600,0.4,20.0,110.0,1.98,0.489,OK,7000,120.668,24.227
R1270,R600,R1270/R600,0.4,20.0,110.0,1.98,0.489,OK,7500,118.955,22.612
R1270,R600,R1270/R600,0.4,30.0,110.0,2.132,0.473,OK,5000,121.991,31.865
R1270,R600,R1270/R600,0.4,30.0,110.0,2.132,0.473,OK,5500,118.918,28.968
R1270,R600,R1270/R600,0.4,30.0,110.0,2.132,0.473,OK,6000,116.357,26.554
R1270,R600,R1270/R600,0.4,30.0,110.0,2.132,0.473,OK,6500,114.191,24.511
R1270,R600,R1270/R600,0.4,30.0,110.0,2.132,0.473,OK,7000,112.333,22.76
R1270,R600,R1270/R600,0.4,30.0,110.0,2.132,0.473,OK,7500,110.724,21.243
R1270,R600,R1270/R600,0.4,40.0,110.0,2.303,0.452,OK,5000,113.806,30.306
R1270,R600,R1270/R600,0.4,40.0,110.0,2.303,0.452,OK,5500,110.883,27.551
R1270,R600,R1270/R600,0.4,40.0,110.0,2.303,0.452,OK,6000,108.448,25.255
R1270,R600,R1270/R600,0.4,40.0,110.0,2.303,0.452,OK,6500,106.387,23.312
R1270,R600,R1270/R600,0.4,40.0,110.0,2.303,0.452,OK,7000,104.621,21.647
R1270,R600,R1270/R600,0.4,40.0,110.0,2.303,0.452,OK,7500,103.09,20.204
R1270,R600,R1270/R600,0.5,20.0,110.0,1.952,0.482,OK,5000,131.124,32.815
R1270,R600,R1270/R600,0.5,20.0,110.0,1.952,0.482,OK,5500,127.959,29.832
R1270,R600,R1270/R600,0.5,20.0,110.0,1.952,0.482,OK,6000,125.322,27.346
R1270,R600,R1270/R600,0.5,20.0,110.0,1.952,0.482,OK,6500,123.091,25.242
R1270,R600,R1270/R600,0.5,20.0,110.0,1.952,0.482,OK,7000,121.178,23.439
R1270,R600,R1270/R600,0.5,20.0,110.0,1.952,0.482,OK,7500,119.521,21.877
R1270,R600,R1270/R600,0.5,30.0,110.0,2.086,0.462,OK,5000,123.149,31.105
R1270,R600,R1270/R600,0.5,30.0,110.0,2.086,0.462,OK,5500,120.15,28.277
R1270,R600,R1270/R600,0.5,30.0,110.0,2.086,0.462,OK,6000,117.65,25.921
R1270,R600,R1270/R600,0.5,30.0,110.0,2.086,0.462,OK,6500,115.535,23.927
R1270,R600,R1270/R600,0.5,30.0,110.0,2.086,0.462,OK,7000,113.722,22.218
R1270,R600,R1270/R600,0.5,30.0,110.0,2.086,0.462,OK,7500,112.151,20.737
R1270,R600a,R1270/R600a,0.3,20.0,110.0,1.834,0.451,OK,5000,140.313,35.64
R1270,R600a,R1270/R600a,0.3,20.0,110.0,1.834,0.451,OK,5500,136.876,32.4
R1270,R600a,R1270/R600a,0.3,20.0,110.0,1.834,0.451,OK,6000,134.012,29.7
R1270,R600a,R1270/R600a,0.3,20.0,110.0,1.834,0.451,OK,6500,131.588,27.416
R1270,R600a,R1270/R600a,0.3,20.0,110.0,1.834,0.451,OK,7000,129.511,25.457
R1270,R600a,R1270/R600a,0.3,20.0,110.0,1.834,0.451,OK,7500,127.711,23.76
R1270,R600a,R1270/R600a,0.3,30.0,110.0,2.003,0.443,OK,5000,129.152,33.237
R1270,R600a,R1270/R600a,0.3,30.0,110.0,2.003,0.443,OK,5500,125.947,30.216
R1270,R600a,R1270/R600a,0.3,30.0,110.0,2.003,0.443,OK,6000,123.276,27.698
R1270,R600a,R1270/R600a,0.3,30.0,110.0,2.003,0.443,OK,6500,121.016,25.567
R1270,R600a,R1270/R600a,0.3,30.0,110.0,2.003,0.443,OK,7000,119.079,23.741
R1270,R600a,R1270/R600a,0.3,30.0,110.0,2.003,0.443,OK,7500,117.4,22.158
R1270,R600a,R1270/R600a,0.3,40.0,110.0,2.195,0.43,OK,5000,118.995,31.434
R1270,R600a,R1270/R600a,0.3,40.0,110.0,2.195,0.43,OK,5500,115.964,28.576
R1270,R600a,R1270/R600a,0.3,40.0,110.0,2.195,0.43,OK,6000,113.438,26.195
R1270,R600a,R1270/R600a,0.3,40.0,110.0,2.195,0.43,OK,6500,111.3,24.18
R1270,R600a,R1270/R600a,0.3,40.0,110.0,2.195,0.43,OK,7000,109.468,22.453
R1270,R600a,R1270/R600a,0.3,40.0,110.0,2.195,0.43,OK,7500,107.88,20.956
R1270,R600a,R1270/R600a,0.3,50.0,110.0,2.414,0.412,OK,5000,109.818,30.096
R1270,R600a,R1270/R600a,0.3,50.0,110.0,2.414,0.412,OK,5500,106.915,27.36
R1270,R600a,R1270/R600a,0.3,50.0,110.0,2.414,0.412,OK,6000,104.497,25.08
R1270,R600a,R1270/R600a,0.3,50.0,110.0,2.414,0.412,OK,6500,102.45,23.151
R1270,R600a,R1270/R600a,0.3,50.0,110.0,2.414,0.412,OK,7000,100.696,21.497
R1270,R600a,R1270/R600a,0.3,50.0,110.0,2.414,0.412,OK,7500,99.176,20.064
R1270,R600a,R1270/R600a,0.4,20.0,110.0,1.882,0.464,OK,5000,135.639,33.667
R1270,R600a,R1270/R600a,0.4,20.0,110.0,1.882,0.464,OK,5500,132.393,30.606
R1270,R600a,R1270/R600a,0.4,20.0,110.0,1.882,0.464,OK,6000,129.687,28.056
R1270,R600a,R1270/R600a,0.4,20.0,110.0,1.882,0.464,OK,6500,127.398,25.897
R1270,R600a,R1270/R600a,0.4,20.0,110.0,1.882,0.464,OK,7000,125.436,24.048
R1270,R600a,R1270/R600a,0.4,20.0,110.0,1.882,0.464,OK,7500,123.735,22.444
R1270,R600a,R1270/R600a,0.4,30.0,110.0,2.034,0.45,OK,5000,126.303,31.903
R1270,R600a,R1270/R600a,0.4,30.0,110.0,2.034,0.45,OK,5500,123.227,29.003
R1270,R600a,R1270/R600a,0.4,30.0,110.0,2.034,0.45,OK,6000,120.663,26.586
R1270,R600a,R1270/R600a,0.4,30.0,110.0,2.034,0.45,OK,6500,118.494,24.541
R1270,R600a,R1270/R600a,0.4,30.0,110.0,2.034,0.45,OK,7000,116.634,22.788
R1270,R600a,R1270/R600a,0.4,30.0,110.0,2.034,0.45,OK,7500,115.023,21.269
R1270,R600a,R1270/R600a,0.4,40.0,110.0,2.205,0.432,OK,5000,117.697,30.564
R1270,R600a,R1270/R600a,0.4,40.0,110.0,2.205,0.432,OK,5500,114.75,27.785
R1270,R600a,R1270/R600a,0.4,40.0,110.0,2.205,0.432,OK,6000,112.294,25.47
R1270,R600a,R1270/R600a,0.4,40.0,110.0,2.205,0.432,OK,6500,110.216,23.511
R1270,R600a,R1270/R600a,0.4,40.0,110.0,2.205,0.432,OK,7000,108.434,21.831
R1270,R600a,R1270/R600a,0.4,40.0,110.0,2.205,0.432,OK,7500,106.89,20.376
R1270,R600a,R1270/R600a,0.5,20.0,110.0,1.883,0.464,OK,5000,134.594,32.753
R1270,R600a,R1270/R600a,0.5,20.0,110.0,1.883,0.464,OK,5500,131.435,29.775
R1270,R600a,R1270/R600a,0.5,20.0,110.0,1.883,0.464,OK,6000,128.803,27.294
R1270,R600a,R1270/R600a,0.5,20.0,110.0,1.883,0.464,OK,6500,126.576,25.195
R1270,R600a,R1270/R600a,0.5,20.0,110.0,1.883,0.464,OK,7000,124.667,23.395
R1270,R600a,R1270/R600a,0.5,20.0,110.0,1.883,0.464,OK,7500,123.013,21.835
R1270,R600a,R1270/R600a,0.5,30.0,110.0,2.016,0.446,OK,5000,126.415,31.263
R1270,R600a,R1270/R600a,0.5,30.0,110.0,2.016,0.446,OK,5500,123.4,28.421
R1270,R600a,R1270/R600a,0.5,30.0,110.0,2.016,0.446,OK,6000,120.888,26.053
